80,0
14	49.29,45.5,136.2	15.26,14.1,43	3235.74,3169,3238	10000
15	227.96,214.9,305.1	73.14,68.7,98.4	3118.00,3096,3129	3850
16	244.04,218.7,289.1	78.57,70,93.7	3107.60,3062,3125	1000
17	237.33,236.6,237.6	76.30,76.1,76.4	3111.33,3110,3113	300
18	49.56,45.6,205.6	15.34,14.1,65.7	3235.61,3130,3239	10000
19	224.78,97.4,247.7	72.09,30.4,80	3119.52,3096,3205	3850
20	241.67,221.2,324.8	77.72,70.9,105.6	3110.60,3076,3125	1000
21	237.25,235.7,243.3	76.28,75.7,78.5	3110.67,3100,3114	300
22	49.98,48.5,288.8	15.48,15,93.6	3235.45,3086,3239	10000
80,20
13	225.08,96.7,243.5	72.37,30.2,78.5	3112.15,3090,3202	3900
14	247.64,218,299.7	80.02,69.9,96.7	3096.20,3054,3120	1000
15	234.57,227,237.8	75.45,72.9,76.5	3109.50,3108,3114	300
16	49.07,38.8,156.4	15.18,12,49.5	3235.22,3161,3238	10000
17	227.92,144,277.2	73.21,45.4,89.3	3114.62,3083,3172	3850
18	245.49,220.6,289.7	79.20,70.8,93.3	3100.29,3070,3119	1050
19	235.72,235,237.5	75.85,75.6,76.5	3108.33,3105,3110	300
20	49.86,48.2,300.6	15.45,14.9,98.5	3234.78,3052,3238	10000
21	225.48,85.1,289.9	72.39,26.5,93.2	3116.76,3102,3215	3900
22	248.73,220.1,291.4	80.32,70.7,94.5	3098.05,3057,3118	1050
23	236.77,231.6,239.7	76.18,74.5,77.2	3108.67,3106,3110	300
24	49.10,44,164.6	15.19,13.6,52.2	3235.37,3154,3238	10000
25	225.82,144.5,272	72.53,45.6,88	3115.15,3076,3171	3900
26	248.75,218.3,291	80.32,70,93.8	3098.25,3066,3119	1000
27	233.72,227.7,235.8	75.17,73.1,75.9	3110.17,3108,3116	300
28	49.65,45.6,267.5	15.37,14.1,86.1	3235.04,3107,3239	10000
29	227.71,56.2,309.5	73.19,17.4,101.7	3113.92,3044,3235	3900
30	251.50,217.3,315.2	81.33,69.6,102.9	3094.71,3052,3123	1050
31	236.65,232.6,240.5	76.18,74.8,77.5	3107.17,3104,3110	300
32	49.34,48.2,210	15.27,14.9,67.3	3234.90,3121,3237	10000
152,2
