"count","curr","lineColor"
"10050","15.1","#AF0B0B"
"10100","15","#AF0B0B"
"10150","15.1","#AF0B0B"
"10200","15","#AF0B0B"
"10250","15.1","#AF0B0B"
"10300","15","#AF0B0B"
"10350","15.1","#AF0B0B"
"10400","15","#AF0B0B"
"10450","15.1","#AF0B0B"
"10500","15","#AF0B0B"
"10550","15.1","#AF0B0B"
"10600","15","#AF0B0B"
"10650","15.1","#AF0B0B"
"10700","15","#AF0B0B"
"10750","15","#AF0B0B"
"10800","15","#AF0B0B"
"10850","15","#AF0B0B"
"10900","15","#AF0B0B"
"10950","15.1","#AF0B0B"
"11000","15","#AF0B0B"
"11050","15","#AF0B0B"
"11100","15","#AF0B0B"
"11150","15","#AF0B0B"
"11200","15","#AF0B0B"
"11250","15","#AF0B0B"
"11300","15","#AF0B0B"
"11350","15","#AF0B0B"
"11400","15","#AF0B0B"
"11450","15","#AF0B0B"
"11500","15.1","#AF0B0B"
"11550","15","#AF0B0B"
"11600","15","#AF0B0B"
"11650","15","#AF0B0B"
"11700","15","#AF0B0B"
"11750","15","#AF0B0B"
"11800","15","#AF0B0B"
"11850","15","#AF0B0B"
"11900","15.2","#AF0B0B"
"11950","14.9","#AF0B0B"
"12000","15","#AF0B0B"
"12050","15","#AF0B0B"
"12100","15.1","#AF0B0B"
"12150","15","#AF0B0B"
"12200","15.1","#AF0B0B"
"12250","15","#AF0B0B"
"12300","15","#AF0B0B"
"12350","15.2","#AF0B0B"
"12400","15","#AF0B0B"
"12450","15","#AF0B0B"
"12500","14.9","#AF0B0B"
"12550","15","#AF0B0B"
"12600","15.1","#AF0B0B"
"12650","15","#AF0B0B"
"12700","15","#AF0B0B"
"12750","15.3","#AF0B0B"
"12800","15.1","#AF0B0B"
"12850","15","#AF0B0B"
"12900","15","#AF0B0B"
"12950","15","#AF0B0B"
"13000","15","#AF0B0B"
"13050","15","#AF0B0B"
"13100","15","#AF0B0B"
"13150","15.1","#AF0B0B"
"13200","15","#AF0B0B"
"13250","15","#AF0B0B"
"13300","15.1","#AF0B0B"
"13350","15.1","#AF0B0B"
"13400","15","#AF0B0B"
"13450","15","#AF0B0B"
"13500","15","#AF0B0B"
"13550","14.9","#AF0B0B"
"13600","15","#AF0B0B"
"13650","15","#AF0B0B"
"13700","15","#AF0B0B"
"13750","15","#AF0B0B"
"13800","15","#AF0B0B"
"13850","15","#AF0B0B"
"13900","15","#AF0B0B"
"13950","15","#AF0B0B"
"14000","15","#AF0B0B"
"14050","15","#AF0B0B"
"14100","15","#AF0B0B"
"14150","15","#AF0B0B"
"14200","15.1","#AF0B0B"
"14250","15.2","#AF0B0B"
"14300","15","#AF0B0B"
"14350","15","#AF0B0B"
"14400","15.1","#AF0B0B"
"14450","15","#AF0B0B"
"14500","15","#AF0B0B"
"14550","15","#AF0B0B"
"14600","15","#AF0B0B"
"14650","14.9","#AF0B0B"
"14700","15","#AF0B0B"
"14750","15.1","#AF0B0B"
"14800","15.1","#AF0B0B"
"14850","15","#AF0B0B"
"14900","15.2","#AF0B0B"
"14950","15","#AF0B0B"
"15000","15","#AF0B0B"
"15050","15.2","#AF0B0B"
"15100","15","#AF0B0B"
"15150","15","#AF0B0B"
"15200","15","#AF0B0B"
"15250","15.1","#AF0B0B"
"15300","15","#AF0B0B"
"15350","15","#AF0B0B"
"15400","15","#AF0B0B"
"15450","15","#AF0B0B"
"15500","15","#AF0B0B"
"15550","15","#AF0B0B"
"15600","15","#AF0B0B"
"15650","15","#AF0B0B"
"15700","15","#AF0B0B"
"15750","15","#AF0B0B"
"15800","15.1","#AF0B0B"
"15850","15.1","#AF0B0B"
"15900","15","#AF0B0B"
"15950","15","#AF0B0B"
"16000","15","#AF0B0B"
"16050","15","#AF0B0B"
"16100","15.1","#AF0B0B"
"16150","14.9","#AF0B0B"
"16200","15","#AF0B0B"
"16250","15","#AF0B0B"
"16300","15.1","#AF0B0B"
"16350","15","#AF0B0B"
"16400","15","#AF0B0B"
"16450","15","#AF0B0B"
"16500","15","#AF0B0B"
"16550","15","#AF0B0B"
"16600","15","#AF0B0B"
"16650","15","#AF0B0B"
"16700","14.9","#AF0B0B"
"16750","30.2","#076969"
"16800","75.7","#076969"
"16850","77.5","#076969"
"16900","76.4","#076969"
"16950","76.5","#076969"
"17000","76.2","#076969"
"17050","76.4","#076969"
"17100","76.1","#076969"
"17150","75.9","#076969"
"17200","76.6","#076969"
"17250","76.3","#076969"
"17300","76","#076969"
"17350","74.9","#076969"
"17400","69.5","#076969"
"17450","69.7","#076969"
"17500","69.9","#076969"
"17550","69.1","#076969"
"17600","69.1","#076969"
"17650","71.1","#076969"
"17700","69.3","#076969"
"17750","69.5","#076969"
"17800","75.6","#076969"
"17850","68.9","#076969"
"17900","69","#076969"
"17950","78.3","#076969"
"18000","69.7","#076969"
"18050","69.8","#076969"
"18100","69.6","#076969"
"18150","68.6","#076969"
"18200","68.9","#076969"
"18250","68.9","#076969"
"18300","68.7","#076969"
"18350","68.8","#076969"
"18400","68.8","#076969"
"18450","69.1","#076969"
"18500","69.1","#076969"
"18550","69.4","#076969"
"18600","69.5","#076969"
"18650","68.8","#076969"
"18700","69.2","#076969"
"18750","71.5","#076969"
"18800","69.1","#076969"
"18850","69.3","#076969"
"18900","71.4","#076969"
"18950","68.9","#076969"
"19000","69.6","#076969"
"19050","72.2","#076969"
"19100","69.5","#076969"
"19150","69.3","#076969"
"19200","69.7","#076969"
"19250","68.7","#076969"
"19300","69.1","#076969"
"19350","73","#076969"
"19400","69.2","#076969"
"19450","69","#076969"
"19500","76.8","#076969"
"19550","77.3","#076969"
"19600","77.3","#076969"
"19650","77.3","#076969"
"19700","77.3","#076969"
"19750","77.5","#076969"
"19800","77.4","#076969"
"19850","77.5","#076969"
"19900","77.2","#076969"
"19950","77.3","#076969"
"20000","77.2","#076969"
"20050","77.2","#076969"
"20100","77.1","#076969"
"20150","77.2","#076969"
"20200","77.1","#076969"
"20250","77.3","#076969"
"20300","76.9","#076969"
"20350","77","#076969"
"20400","75.2","#076969"
"20450","76.3","#076969"
"20500","75.6","#076969"
"20550","78.5","#076969"
"20600","69","#076969"
"20650","82.5","#AF550B"
"20700","96.7","#AF550B"
"20750","80.1","#AF550B"
"20800","94.6","#AF550B"
"20850","77.6","#AF550B"
"20900","83.1","#AF550B"
"20950","96.6","#AF550B"
"21000","87.8","#AF550B"
"21050","79.4","#AF550B"
"21100","78.4","#AF550B"
"21150","80.3","#AF550B"
"21200","72.9","#AF550B"
"21250","71","#AF550B"
"21300","71.6","#AF550B"
"21350","73.7","#AF550B"
"21400","78.1","#AF550B"
"21450","69.9","#AF550B"
"21500","74.6","#AF550B"
"21550","74.4","#AF550B"
"21600","77.1","#AF550B"
"21650","72.9","#098C09"
"21700","76","#098C09"
"21750","75.7","#098C09"
"21800","76.5","#098C09"
"21850","75.8","#098C09"
"21900","75.8","#098C09"
"21950","49.5","#AF0B0B"
"22000","15.1","#AF0B0B"
"22050","15.1","#AF0B0B"
"22100","15.1","#AF0B0B"
"22150","15.1","#AF0B0B"
"22200","15","#AF0B0B"
"22250","15.1","#AF0B0B"
"22300","15.1","#AF0B0B"
"22350","15.1","#AF0B0B"
"22400","15.1","#AF0B0B"
"22450","15.1","#AF0B0B"
"22500","15","#AF0B0B"
"22550","15.1","#AF0B0B"
"22600","15.1","#AF0B0B"
"22650","12","#AF0B0B"
"22700","15.1","#AF0B0B"
"22750","15.1","#AF0B0B"
"22800","15.1","#AF0B0B"
"22850","15.1","#AF0B0B"
"22900","15","#AF0B0B"
"22950","15.1","#AF0B0B"
"23000","15","#AF0B0B"
"23050","15","#AF0B0B"
"23100","15","#AF0B0B"
"23150","15","#AF0B0B"
"23200","15","#AF0B0B"
"23250","15.1","#AF0B0B"
"23300","15.1","#AF0B0B"
"23350","15.1","#AF0B0B"
"23400","15","#AF0B0B"
"23450","15.2","#AF0B0B"
"23500","15.1","#AF0B0B"
"23550","14.9","#AF0B0B"
"23600","15.1","#AF0B0B"
"23650","15","#AF0B0B"
"23700","15.1","#AF0B0B"
"23750","15","#AF0B0B"
"23800","15","#AF0B0B"
"23850","15","#AF0B0B"
"23900","15","#AF0B0B"
"23950","15","#AF0B0B"
"24000","15.1","#AF0B0B"
"24050","15","#AF0B0B"
"24100","15","#AF0B0B"
"24150","15.1","#AF0B0B"
"24200","15","#AF0B0B"
"24250","15","#AF0B0B"
"24300","15.1","#AF0B0B"
"24350","15","#AF0B0B"
"24400","15.1","#AF0B0B"
"24450","15.1","#AF0B0B"
"24500","14.9","#AF0B0B"
"24550","15","#AF0B0B"
"24600","15","#AF0B0B"
"24650","15","#AF0B0B"
"24700","15","#AF0B0B"
"24750","15","#AF0B0B"
"24800","15","#AF0B0B"
"24850","15","#AF0B0B"
"24900","15.1","#AF0B0B"
"24950","15","#AF0B0B"
"25000","15","#AF0B0B"
"25050","15.1","#AF0B0B"
"25100","15","#AF0B0B"
"25150","15.1","#AF0B0B"
"25200","15.1","#AF0B0B"
"25250","15","#AF0B0B"
"25300","15","#AF0B0B"
"25350","15","#AF0B0B"
"25400","15.1","#AF0B0B"
"25450","15","#AF0B0B"
"25500","15","#AF0B0B"
"25550","15","#AF0B0B"
"25600","15","#AF0B0B"
"25650","15","#AF0B0B"
"25700","15","#AF0B0B"
"25750","15","#AF0B0B"
"25800","15","#AF0B0B"
"25850","15","#AF0B0B"
"25900","15","#AF0B0B"
"25950","15","#AF0B0B"
"26000","15","#AF0B0B"
"26050","15","#AF0B0B"
"26100","15.1","#AF0B0B"
"26150","15","#AF0B0B"
"26200","15","#AF0B0B"
"26250","15","#AF0B0B"
"26300","15","#AF0B0B"
"26350","15","#AF0B0B"
"26400","15","#AF0B0B"
"26450","15","#AF0B0B"
"26500","15","#AF0B0B"
"26550","15","#AF0B0B"
"26600","15","#AF0B0B"
"26650","14.9","#AF0B0B"
"26700","15","#AF0B0B"
"26750","15","#AF0B0B"
"26800","15","#AF0B0B"
"26850","15.1","#AF0B0B"
"26900","15","#AF0B0B"
"26950","15","#AF0B0B"
"27000","15","#AF0B0B"
"27050","15","#AF0B0B"
"27100","15","#AF0B0B"
"27150","15","#AF0B0B"
"27200","15","#AF0B0B"
"27250","15","#AF0B0B"
"27300","15","#AF0B0B"
"27350","15.3","#AF0B0B"
"27400","15","#AF0B0B"
"27450","15.1","#AF0B0B"
"27500","15","#AF0B0B"
"27550","15.1","#AF0B0B"
"27600","15","#AF0B0B"
"27650","15","#AF0B0B"
"27700","15","#AF0B0B"
"27750","15","#AF0B0B"
"27800","15","#AF0B0B"
"27850","15","#AF0B0B"
"27900","15.1","#AF0B0B"
"27950","15","#AF0B0B"
"28000","15","#AF0B0B"
"28050","15","#AF0B0B"
"28100","15","#AF0B0B"
"28150","15","#AF0B0B"
"28200","15","#AF0B0B"
"28250","15","#AF0B0B"
"28300","15","#AF0B0B"
"28350","15.2","#AF0B0B"
"28400","15.2","#AF0B0B"
"28450","15","#AF0B0B"
"28500","15","#AF0B0B"
"28550","15","#AF0B0B"
"28600","15.1","#AF0B0B"
"28650","15","#AF0B0B"
"28700","15","#AF0B0B"
"28750","15","#AF0B0B"
"28800","15","#AF0B0B"
"28850","15","#AF0B0B"
"28900","15","#AF0B0B"
"28950","14.9","#AF0B0B"
"29000","15","#AF0B0B"
"29050","15","#AF0B0B"
"29100","15","#AF0B0B"
"29150","15","#AF0B0B"
"29200","15","#AF0B0B"
"29250","15","#AF0B0B"
"29300","15.1","#AF0B0B"
"29350","15","#AF0B0B"
"29400","15.2","#AF0B0B"
"29450","15","#AF0B0B"
"29500","14.9","#AF0B0B"
"29550","15","#AF0B0B"
"29600","15","#AF0B0B"
"29650","15","#AF0B0B"
"29700","15","#AF0B0B"
"29750","15","#AF0B0B"
"29800","15","#AF0B0B"
"29850","14.9","#AF0B0B"
"29900","15.1","#AF0B0B"
"29950","15","#AF0B0B"
"30000","15","#AF0B0B"
"30050","15.2","#AF0B0B"
"30100","15","#AF0B0B"
"30150","15","#AF0B0B"
"30200","15","#AF0B0B"
"30250","15","#AF0B0B"
"30300","15","#AF0B0B"
"30350","15","#AF0B0B"
"30400","15.2","#AF0B0B"
"30450","15","#AF0B0B"
"30500","15","#AF0B0B"
"30550","15","#AF0B0B"
"30600","15","#AF0B0B"
"30650","15","#AF0B0B"
"30700","15","#AF0B0B"
"30750","15","#AF0B0B"
"30800","15","#AF0B0B"
"30850","15","#AF0B0B"
"30900","15","#AF0B0B"
"30950","15","#AF0B0B"
"31000","15.1","#AF0B0B"
"31050","15","#AF0B0B"
"31100","15","#AF0B0B"
"31150","15.1","#AF0B0B"
"31200","15","#AF0B0B"
"31250","15","#AF0B0B"
"31300","15","#AF0B0B"
"31350","15","#AF0B0B"
"31400","15","#AF0B0B"
"31450","15","#AF0B0B"
"31500","15","#AF0B0B"
"31550","14.9","#AF0B0B"
"31600","15","#AF0B0B"
"31650","15","#AF0B0B"
"31700","15","#AF0B0B"
"31750","14.9","#AF0B0B"
"31800","15","#AF0B0B"
"31850","15.1","#AF0B0B"
"31900","15","#AF0B0B"
"31950","45.4","#076969"
"32000","76.2","#076969"
"32050","76.1","#076969"
"32100","76.1","#076969"
"32150","75.6","#076969"
"32200","75.9","#076969"
"32250","76.1","#076969"
"32300","75.9","#076969"
"32350","75.1","#076969"
"32400","75.8","#076969"
"32450","75.9","#076969"
"32500","75.6","#076969"
"32550","75.8","#076969"
"32600","69.4","#076969"
"32650","68.8","#076969"
"32700","74.1","#076969"
"32750","69","#076969"
"32800","69.1","#076969"
"32850","87.1","#076969"
"32900","69.4","#076969"
"32950","69.2","#076969"
"33000","83.4","#076969"
"33050","70.1","#076969"
"33100","69.9","#076969"
"33150","69","#076969"
"33200","69.3","#076969"
"33250","68.8","#076969"
"33300","69.1","#076969"
"33350","69.5","#076969"
"33400","69.8","#076969"
"33450","69.6","#076969"
"33500","69.5","#076969"
"33550","68.8","#076969"
"33600","68.7","#076969"
"33650","69.8","#076969"
"33700","70.5","#076969"
"33750","69.2","#076969"
"33800","70.4","#076969"
"33850","69.3","#076969"
"33900","68.8","#076969"
"33950","71.3","#076969"
"34000","69.5","#076969"
"34050","69.8","#076969"
"34100","74.4","#076969"
"34150","69.5","#076969"
"34200","69.7","#076969"
"34250","78.8","#076969"
"34300","68.5","#076969"
"34350","69.1","#076969"
"34400","77.7","#076969"
"34450","69.4","#076969"
"34500","69.6","#076969"
"34550","68.9","#076969"
"34600","68.6","#076969"
"34650","68.6","#076969"
"34700","75.3","#076969"
"34750","77.2","#076969"
"34800","77.5","#076969"
"34850","77.1","#076969"
"34900","77.1","#076969"
"34950","76.7","#076969"
"35000","77.3","#076969"
"35050","77","#076969"
"35100","77.3","#076969"
"35150","77.1","#076969"
"35200","77.6","#076969"
"35250","77.2","#076969"
"35300","77.3","#076969"
"35350","77.1","#076969"
"35400","77.2","#076969"
"35450","76.9","#076969"
"35500","77.1","#076969"
"35550","77","#076969"
"35600","75.6","#076969"
"35650","76.4","#076969"
"35700","89.3","#076969"
"35750","80.5","#076969"
"35800","79.3","#AF550B"
"35850","78.9","#AF550B"
"35900","82.8","#AF550B"
"35950","85.6","#AF550B"
"36000","75.8","#AF550B"
"36050","91.8","#AF550B"
"36100","82.5","#AF550B"
"36150","79.2","#AF550B"
"36200","79.3","#AF550B"
"36250","79.2","#AF550B"
"36300","93.3","#AF550B"
"36350","74.6","#AF550B"
"36400","79.7","#AF550B"
"36450","72.7","#AF550B"
"36500","74.5","#AF550B"
"36550","80.3","#AF550B"
"36600","74.8","#AF550B"
"36650","70.8","#AF550B"
"36700","72.7","#AF550B"
"36750","83.4","#AF550B"
"36800","72.1","#AF550B"
"36850","76.5","#098C09"
"36900","75.6","#098C09"
"36950","75.6","#098C09"
"37000","75.6","#098C09"
"37050","75.8","#098C09"
"37100","76","#098C09"
"37150","98.5","#AF0B0B"
"37200","15.4","#AF0B0B"
"37250","15.1","#AF0B0B"
"37300","15.1","#AF0B0B"
"37350","15.1","#AF0B0B"
"37400","15.1","#AF0B0B"
"37450","15.1","#AF0B0B"
"37500","15","#AF0B0B"
"37550","15","#AF0B0B"
"37600","15","#AF0B0B"
"37650","15","#AF0B0B"
"37700","15.1","#AF0B0B"
"37750","15.1","#AF0B0B"
"37800","15.1","#AF0B0B"
"37850","15.1","#AF0B0B"
"37900","15.1","#AF0B0B"
"37950","15.1","#AF0B0B"
"38000","15.1","#AF0B0B"
"38050","15.1","#AF0B0B"
"38100","15","#AF0B0B"
"38150","15","#AF0B0B"
"38200","15.1","#AF0B0B"
"38250","15","#AF0B0B"
"38300","15","#AF0B0B"
"38350","15","#AF0B0B"
"38400","15","#AF0B0B"
"38450","15","#AF0B0B"
"38500","15.2","#AF0B0B"
"38550","15.1","#AF0B0B"
"38600","15","#AF0B0B"
"38650","15","#AF0B0B"
"38700","15","#AF0B0B"
"38750","15","#AF0B0B"
"38800","15","#AF0B0B"
"38850","15","#AF0B0B"
"38900","15","#AF0B0B"
"38950","15.1","#AF0B0B"
"39000","15.1","#AF0B0B"
"39050","15","#AF0B0B"
"39100","15.1","#AF0B0B"
"39150","14.9","#AF0B0B"
"39200","15","#AF0B0B"
"39250","15.1","#AF0B0B"
"39300","15","#AF0B0B"
"39350","15","#AF0B0B"
"39400","15.1","#AF0B0B"
"39450","15.1","#AF0B0B"
"39500","15","#AF0B0B"
"39550","15","#AF0B0B"
"39600","15","#AF0B0B"
"39650","15","#AF0B0B"
"39700","15","#AF0B0B"
"39750","15","#AF0B0B"
"39800","15","#AF0B0B"
"39850","15","#AF0B0B"
"39900","15","#AF0B0B"
"39950","15","#AF0B0B"
"40000","15","#AF0B0B"
"40050","15","#AF0B0B"
"40100","15","#AF0B0B"
"40150","17.8","#AF0B0B"
"40200","15","#AF0B0B"
"40250","15","#AF0B0B"
"40300","15","#AF0B0B"
"40350","15.1","#AF0B0B"
"40400","15","#AF0B0B"
"40450","15","#AF0B0B"
"40500","14.9","#AF0B0B"
"40550","15","#AF0B0B"
"40600","15","#AF0B0B"
"40650","15","#AF0B0B"
"40700","15","#AF0B0B"
"40750","15","#AF0B0B"
"40800","15","#AF0B0B"
"40850","15","#AF0B0B"
"40900","15","#AF0B0B"
"40950","15","#AF0B0B"
"41000","15","#AF0B0B"
"41050","15.1","#AF0B0B"
"41100","15","#AF0B0B"
"41150","15.1","#AF0B0B"
"41200","15","#AF0B0B"
"41250","15","#AF0B0B"
"41300","14.9","#AF0B0B"
"41350","15","#AF0B0B"
"41400","15","#AF0B0B"
"41450","15","#AF0B0B"
"41500","15","#AF0B0B"
"41550","15","#AF0B0B"
"41600","15","#AF0B0B"
"41650","15","#AF0B0B"
"41700","15","#AF0B0B"
"41750","15","#AF0B0B"
"41800","15.1","#AF0B0B"
"41850","15","#AF0B0B"
"41900","15.1","#AF0B0B"
"41950","15","#AF0B0B"
"42000","15","#AF0B0B"
"42050","15.1","#AF0B0B"
"42100","15.1","#AF0B0B"
"42150","15","#AF0B0B"
"42200","15","#AF0B0B"
"42250","15","#AF0B0B"
"42300","15","#AF0B0B"
"42350","15","#AF0B0B"
"42400","15","#AF0B0B"
"42450","15","#AF0B0B"
"42500","15","#AF0B0B"
"42550","15","#AF0B0B"
"42600","15","#AF0B0B"
"42650","15","#AF0B0B"
"42700","15.1","#AF0B0B"
"42750","15","#AF0B0B"
"42800","15","#AF0B0B"
"42850","15","#AF0B0B"
"42900","15","#AF0B0B"
"42950","15","#AF0B0B"
"43000","15","#AF0B0B"
"43050","15","#AF0B0B"
"43100","15","#AF0B0B"
"43150","15","#AF0B0B"
"43200","15","#AF0B0B"
"43250","14.9","#AF0B0B"
"43300","15","#AF0B0B"
"43350","15","#AF0B0B"
"43400","15","#AF0B0B"
"43450","15.2","#AF0B0B"
"43500","15","#AF0B0B"
"43550","15.1","#AF0B0B"
"43600","15","#AF0B0B"
"43650","15","#AF0B0B"
"43700","15","#AF0B0B"
"43750","15","#AF0B0B"
"43800","15","#AF0B0B"
"43850","15","#AF0B0B"
"43900","15","#AF0B0B"
"43950","15","#AF0B0B"
"44000","15","#AF0B0B"
"44050","15","#AF0B0B"
"44100","15","#AF0B0B"
"44150","15","#AF0B0B"
"44200","14.9","#AF0B0B"
"44250","15","#AF0B0B"
"44300","15","#AF0B0B"
"44350","15.2","#AF0B0B"
"44400","15","#AF0B0B"
"44450","15","#AF0B0B"
"44500","15","#AF0B0B"
"44550","14.9","#AF0B0B"
"44600","15","#AF0B0B"
"44650","15","#AF0B0B"
"44700","15","#AF0B0B"
"44750","15","#AF0B0B"
"44800","15","#AF0B0B"
"44850","15","#AF0B0B"
"44900","15","#AF0B0B"
"44950","15","#AF0B0B"
"45000","15","#AF0B0B"
"45050","14.9","#AF0B0B"
"45100","15.1","#AF0B0B"
"45150","15.1","#AF0B0B"
"45200","15","#AF0B0B"
"45250","15","#AF0B0B"
"45300","15","#AF0B0B"
"45350","15","#AF0B0B"
"45400","15","#AF0B0B"
"45450","15","#AF0B0B"
"45500","15","#AF0B0B"
"45550","15","#AF0B0B"
"45600","15","#AF0B0B"
"45650","14.9","#AF0B0B"
"45700","15.1","#AF0B0B"
"45750","15","#AF0B0B"
"45800","15","#AF0B0B"
"45850","15","#AF0B0B"
"45900","15","#AF0B0B"
"45950","15.1","#AF0B0B"
"46000","15","#AF0B0B"
"46050","15","#AF0B0B"
"46100","15","#AF0B0B"
"46150","15","#AF0B0B"
"46200","15","#AF0B0B"
"46250","15","#AF0B0B"
"46300","15","#AF0B0B"
"46350","14.9","#AF0B0B"
"46400","14.9","#AF0B0B"
"46450","15.1","#AF0B0B"
"46500","15","#AF0B0B"
"46550","15","#AF0B0B"
"46600","15","#AF0B0B"
"46650","15","#AF0B0B"
"46700","15","#AF0B0B"
"46750","15","#AF0B0B"
"46800","15","#AF0B0B"
"46850","15","#AF0B0B"
"46900","15","#AF0B0B"
"46950","15","#AF0B0B"
"47000","14.9","#AF0B0B"
"47050","15","#AF0B0B"
"47100","15","#AF0B0B"
"47150","26.5","#076969"
"47200","74.8","#076969"
