"count","curr","lineColor"
"0","77.6","#AF0B0B"
"50","78.1","#AF0B0B"
"100","77.9","#AF0B0B"
"150","77.8","#AF0B0B"
"200","78.2","#AF0B0B"
"250","78","#AF0B0B"
"300","77.5","#AF0B0B"
"350","77.7","#AF0B0B"
"400","77.8","#AF0B0B"
"450","77.8","#AF0B0B"
"500","78.1","#AF0B0B"
"550","76.1","#AF0B0B"
"600","69.8","#AF0B0B"
"650","69.5","#AF0B0B"
"700","70.2","#AF0B0B"
"750","69.5","#AF0B0B"
"800","69.5","#AF0B0B"
"850","70.7","#AF0B0B"
"900","70.3","#AF0B0B"
"950","70.3","#AF0B0B"
"1000","71.6","#AF0B0B"
"1050","70","#AF0B0B"
"1100","69.8","#AF0B0B"
"1150","74.3","#AF0B0B"
"1200","69.9","#AF0B0B"
"1250","70","#AF0B0B"
"1300","72.8","#AF0B0B"
"1350","69.6","#AF0B0B"
"1400","69.8","#AF0B0B"
"1450","69.6","#AF0B0B"
"1500","69.6","#AF0B0B"
"1550","69.9","#AF0B0B"
"1600","69.9","#AF0B0B"
"1650","70.4","#AF0B0B"
"1700","70.6","#AF0B0B"
"1750","70.4","#AF0B0B"
"1800","70.3","#AF0B0B"
"1850","70.6","#AF0B0B"
"1900","70.5","#AF0B0B"
"1950","70.2","#AF0B0B"
"2000","70.2","#AF0B0B"
"2050","70.5","#AF0B0B"
"2100","70.3","#AF0B0B"
"2150","70","#AF0B0B"
"2200","70.2","#AF0B0B"
"2250","69.4","#AF0B0B"
"2300","69.5","#AF0B0B"
"2350","69.6","#AF0B0B"
"2400","70.4","#AF0B0B"
"2450","70.3","#AF0B0B"
"2500","70.2","#AF0B0B"
"2550","70.4","#AF0B0B"
"2600","70.1","#AF0B0B"
"2650","70.2","#AF0B0B"
"2700","77.3","#AF0B0B"
"2750","77.5","#AF0B0B"
"2800","77.6","#AF0B0B"
"2850","77.5","#AF0B0B"
"2900","77.7","#AF0B0B"
"2950","77.7","#AF0B0B"
"3000","77.2","#AF0B0B"
"3050","77.6","#AF0B0B"
"3100","77","#AF0B0B"
"3150","77.7","#AF0B0B"
"3200","77.6","#AF0B0B"
"3250","77.5","#AF0B0B"
"3300","77.5","#AF0B0B"
"3350","77.4","#AF0B0B"
"3400","77.6","#AF0B0B"
"3450","77.4","#AF0B0B"
