"count","pow","lineColor"
"0","237.1","#AF0B0B"
"50","234.2","#AF0B0B"
"100","236.2","#AF0B0B"
"150","239","#AF0B0B"
"200","236.8","#AF0B0B"
"250","236","#AF0B0B"
"300","236.8","#AF0B0B"
"350","235.1","#AF0B0B"
"400","236.4","#AF0B0B"
"450","232.8","#AF0B0B"
"500","227","#AF0B0B"
"550","216.9","#AF0B0B"
"600","217.1","#AF0B0B"
"650","217.2","#AF0B0B"
"700","218.7","#AF0B0B"
"750","218.4","#AF0B0B"
"800","216.3","#AF0B0B"
"850","218.1","#AF0B0B"
"900","217.5","#AF0B0B"
"950","216.8","#AF0B0B"
"1000","216","#AF0B0B"
"1050","215.3","#AF0B0B"
"1100","217.3","#AF0B0B"
"1150","216.9","#AF0B0B"
"1200","216.6","#AF0B0B"
"1250","221.2","#AF0B0B"
"1300","217.8","#AF0B0B"
"1350","217.8","#AF0B0B"
"1400","238.1","#AF0B0B"
"1450","214.5","#AF0B0B"
"1500","215.6","#AF0B0B"
"1550","217.5","#AF0B0B"
"1600","216","#AF0B0B"
"1650","216.6","#AF0B0B"
"1700","216.9","#AF0B0B"
"1750","216.6","#AF0B0B"
"1800","216.9","#AF0B0B"
"1850","215.3","#AF0B0B"
"1900","214.4","#AF0B0B"
"1950","215.3","#AF0B0B"
"2000","217.8","#AF0B0B"
"2050","216.9","#AF0B0B"
"2100","217.5","#AF0B0B"
"2150","218.1","#AF0B0B"
"2200","217.2","#AF0B0B"
"2250","216.9","#AF0B0B"
"2300","216.9","#AF0B0B"
"2350","215.1","#AF0B0B"
"2400","215.6","#AF0B0B"
"2450","215.6","#AF0B0B"
"2500","217.4","#AF0B0B"
"2550","217.2","#AF0B0B"
"2600","222.3","#AF0B0B"
"2650","239.8","#AF0B0B"
"2700","241","#AF0B0B"
"2750","239","#AF0B0B"
"2800","240.2","#AF0B0B"
"2850","239.9","#AF0B0B"
"2900","240.1","#AF0B0B"
"2950","239.9","#AF0B0B"
"3000","240.7","#AF0B0B"
"3050","240.7","#AF0B0B"
"3100","240.1","#AF0B0B"
"3150","240.1","#AF0B0B"
"3200","239","#AF0B0B"
"3250","239.8","#AF0B0B"
"3300","240.5","#AF0B0B"
"3350","237.7","#AF0B0B"
"3400","240.2","#AF0B0B"
"3450","238.8","#AF0B0B"
"3500","237.8","#AF0B0B"
"3550","237.3","#AF0B0B"
"3600","236.4","#AF0B0B"
"3650","288.4","#AF0B0B"
"3700","214.1","#AF0B0B"
"3750","215.8","#AF0B0B"
"3800","215.6","#AF0B0B"
"3850","215.1","#AF0B0B"
"3900","215.7","#AF0B0B"
"3950","214.2","#AF0B0B"
"4000","215.3","#AF0B0B"
"4050","215.3","#AF0B0B"
"4100","215.7","#AF0B0B"
"4150","217","#AF0B0B"
"4200","216.6","#AF0B0B"
"4250","215.9","#AF0B0B"
"4300","215.4","#AF0B0B"
"4350","214.8","#AF0B0B"
"4400","216.3","#AF0B0B"
"4450","214.5","#AF0B0B"
"4500","216","#AF0B0B"
"4550","215.6","#AF0B0B"
"4600","215.5","#AF0B0B"
"4650","252.9","#AF0B0B"
"4700","216","#AF0B0B"
"4750","262.7","#AF0B0B"
"4800","257.8","#AF0B0B"
"4850","222.7","#AF0B0B"
"4900","247.8","#AF0B0B"
"4950","234.7","#AF0B0B"
"5000","235.9","#AF0B0B"
"5050","223","#AF0B0B"
"5100","246.3","#AF0B0B"
"5150","239.9","#AF0B0B"
"5200","231.2","#AF0B0B"
"5250","226.7","#AF0B0B"
"5300","230.5","#AF0B0B"
"5350","243.2","#AF0B0B"
"5400","221.6","#AF0B0B"
"5450","217.8","#AF0B0B"
"5500","219.6","#AF0B0B"
"5550","222.7","#AF0B0B"
"5600","233.5","#AF0B0B"
"5650","223.9","#AF0B0B"
"5700","237.4","#AF0B0B"
"5750","228.3","#076969"
"5800","237.8","#076969"
"5850","237.5","#076969"
"5900","239.3","#076969"
"5950","237.3","#076969"
"6000","234.5","#076969"
"6050","160.7","#AF550B"
"6100","49.2","#AF550B"
"6150","48.9","#AF550B"
"6200","48.9","#AF550B"
"6250","48.5","#AF550B"
"6300","48.5","#AF550B"
"6350","48.9","#AF550B"
"6400","48.9","#AF550B"
"6450","48.9","#AF550B"
"6500","49.5","#AF550B"
"6550","48.9","#AF550B"
"6600","49.8","#AF550B"
"6650","48.9","#AF550B"
"6700","48.5","#AF550B"
"6750","48.9","#AF550B"
"6800","48.9","#AF550B"
"6850","48.9","#AF550B"
"6900","48.9","#AF550B"
"6950","48.9","#AF550B"
"7000","48.9","#AF550B"
"7050","48.5","#AF550B"
"7100","48.5","#AF550B"
"7150","48.9","#AF550B"
"7200","48.5","#AF550B"
"7250","48.5","#AF550B"
"7300","48.5","#AF550B"
"7350","48.9","#AF550B"
"7400","49.5","#AF550B"
"7450","48.5","#AF550B"
"7500","48.5","#AF550B"
"7550","48.5","#AF550B"
"7600","48.5","#AF550B"
"7650","48.5","#AF550B"
"7700","48.5","#AF550B"
"7750","48.9","#AF550B"
"7800","48.9","#AF550B"
"7850","48.5","#AF550B"
"7900","48.5","#AF550B"
"7950","48.5","#AF550B"
"8000","48.5","#AF550B"
"8050","48.5","#AF550B"
"8100","48.9","#AF550B"
"8150","49.5","#AF550B"
