"count","pow","lineColor"
"4700","51.4","#076969"
"4750","51.4","#076969"
"4800","51.4","#076969"
"4850","51.7","#076969"
"4900","51.4","#076969"
"4950","51.4","#076969"
"5000","51.4","#076969"
"5050","51.7","#076969"
"5100","51.7","#076969"
"5150","51.4","#076969"
"5200","51.7","#076969"
"5250","51.4","#076969"
"5300","51.7","#076969"
"5350","51.7","#076969"
"5400","51.4","#076969"
"5450","51.4","#076969"
"5500","51.7","#076969"
"5550","51.4","#076969"
"5600","51.7","#076969"
"5650","51.4","#076969"
"5700","51.7","#076969"
"5750","51.4","#076969"
"5800","51.4","#076969"
"5850","51.4","#076969"
"5900","51.7","#076969"
"5950","51.7","#076969"
"6000","52","#076969"
"6050","51.7","#076969"
"6100","51.7","#076969"
"6150","51.4","#076969"
"6200","51.4","#076969"
"6250","51.4","#076969"
"6300","51.4","#076969"
"6350","51.4","#076969"
"6400","51.7","#076969"
"6450","51.4","#076969"
"6500","51.4","#076969"
"6550","51.4","#076969"
"6600","51.4","#076969"
"6650","51.7","#076969"
"6700","51.4","#076969"
"6750","51.4","#076969"
"6800","51.4","#076969"
"6850","51.4","#076969"
"6900","52","#076969"
"6950","51.4","#076969"
"7000","51.4","#076969"
"7050","51.4","#076969"
"7100","51.4","#076969"
"7150","51.4","#076969"
"7200","51.4","#076969"
"7250","51.7","#076969"
"7300","51.4","#076969"
"7350","51.4","#076969"
"7400","51.4","#076969"
"7450","51.4","#076969"
"7500","51.4","#076969"
"7550","51.7","#076969"
"7600","51.4","#076969"
"7650","51.7","#076969"
"7700","51.4","#076969"
"7750","51.7","#076969"
"7800","51.4","#076969"
"7850","51.7","#076969"
"7900","51.4","#076969"
"7950","51.4","#076969"
"8000","51.4","#076969"
"8050","51.4","#076969"
"8100","51.4","#076969"
"8150","51.7","#076969"
"8200","51.7","#076969"
"8250","51.7","#076969"
"8300","51.4","#076969"
"8350","51.7","#076969"
"8400","51.4","#076969"
"8450","51.4","#076969"
"8500","51.4","#076969"
"8550","51.7","#076969"
"8600","51.4","#076969"
"8650","51.4","#076969"
"8700","51.1","#076969"
"8750","51.4","#076969"
"8800","51.4","#076969"
"8850","51.4","#076969"
"8900","51.4","#076969"
"8950","51.4","#076969"
"9000","51.4","#076969"
"9050","51.4","#076969"
"9100","51.4","#076969"
"9150","51.7","#076969"
"9200","51.4","#076969"
"9250","51.4","#076969"
"9300","51.4","#076969"
"9350","51.4","#076969"
"9400","51.4","#076969"
"9450","51.7","#076969"
"9500","51.7","#076969"
"9550","51.4","#076969"
"9600","51.4","#076969"
"9650","51.4","#076969"
"9700","51.4","#076969"
"9750","51.4","#076969"
"9800","51.4","#076969"
"9850","51.7","#076969"
"9900","51.4","#076969"
"9950","51.4","#076969"
"10000","51.4","#076969"
"10050","51.4","#076969"
"10100","51.4","#076969"
"10150","51.4","#076969"
"10200","51.7","#076969"
"10250","51.4","#076969"
"10300","51.4","#076969"
"10350","51.4","#076969"
"10400","51.7","#076969"
"10450","51.4","#076969"
"10500","51.4","#076969"
"10550","51.7","#076969"
"10600","51.4","#076969"
"10650","51.4","#076969"
"10700","51.4","#076969"
"10750","51.4","#076969"
"10800","51.4","#076969"
"10850","51.4","#076969"
"10900","51.4","#076969"
"10950","51.7","#076969"
"11000","51.4","#076969"
"11050","51.4","#076969"
"11100","51.4","#076969"
"11150","51.4","#076969"
"11200","51.4","#076969"
"11250","51.4","#AF550B"
"11300","239.8","#AF550B"
"11350","239","#AF550B"
"11400","239.5","#AF550B"
"11450","237.3","#AF550B"
"11500","240.7","#AF550B"
"11550","241.9","#AF550B"
"11600","240.7","#AF550B"
"11650","239.9","#AF550B"
"11700","242","#AF550B"
"11750","244.1","#AF550B"
"11800","240.4","#AF550B"
"11850","286.1","#AF550B"
"11900","218","#AF550B"
"11950","218.9","#AF550B"
"12000","217.2","#AF550B"
"12050","216.9","#AF550B"
"12100","216.8","#AF550B"
"12150","216.9","#AF550B"
"12200","217.4","#AF550B"
"12250","216.9","#AF550B"
"12300","218","#AF550B"
"12350","218","#AF550B"
"12400","218.9","#AF550B"
"12450","220.2","#AF550B"
"12500","219","#AF550B"
"12550","219.5","#AF550B"
"12600","218","#AF550B"
"12650","217.7","#AF550B"
"12700","216.8","#AF550B"
"12750","219.1","#AF550B"
"12800","216","#AF550B"
"12850","216.4","#AF550B"
"12900","220.7","#AF550B"
"12950","219.5","#AF550B"
"13000","219","#AF550B"
"13050","225.8","#AF550B"
"13100","219.9","#AF550B"
"13150","219.8","#AF550B"
"13200","238.5","#AF550B"
"13250","219.6","#AF550B"
"13300","219","#AF550B"
"13350","244.2","#AF550B"
"13400","217.2","#AF550B"
"13450","217.2","#AF550B"
"13500","243.8","#AF550B"
"13550","218.3","#AF550B"
"13600","217.4","#AF550B"
"13650","220.1","#AF550B"
"13700","217.5","#AF550B"
"13750","216.7","#AF550B"
"13800","218.4","#AF550B"
"13850","216.8","#AF550B"
"13900","216.9","#AF550B"
"13950","221.4","#AF550B"
"14000","237.6","#AF550B"
"14050","238.6","#AF550B"
"14100","238.3","#AF550B"
"14150","238.6","#AF550B"
"14200","238.6","#AF550B"
"14250","238.3","#AF550B"
"14300","238.8","#AF550B"
"14350","238.9","#AF550B"
"14400","238.8","#AF550B"
"14450","239.2","#AF550B"
"14500","238.2","#AF550B"
"14550","238.3","#AF550B"
"14600","238","#AF550B"
"14650","238.2","#AF550B"
"14700","238.3","#AF550B"
"14750","238.5","#AF550B"
"14800","238.3","#AF550B"
"14850","242.6","#AF550B"
"14900","245.1","#AF550B"
"14950","240.3","#AF550B"
"15000","290.3","#AF550B"
"15050","216.8","#AF550B"
"15100","321.7","#098C09"
"15150","243.7","#098C09"
"15200","307.9","#098C09"
"15250","236.4","#098C09"
"15300","224","#098C09"
"15350","249.4","#098C09"
"15400","236.7","#098C09"
"15450","246.9","#098C09"
"15500","287.1","#098C09"
"15550","244.1","#098C09"
"15600","253.3","#098C09"
"15650","227.4","#098C09"
"15700","226.6","#098C09"
"15750","233","#098C09"
"15800","231","#098C09"
"15850","232.2","#098C09"
"15900","238.6","#098C09"
"15950","225.1","#098C09"
"16000","230.7","#098C09"
"16050","229.9","#098C09"
"16100","260.1","#AF0B0B"
"16150","239.6","#AF0B0B"
"16200","239.8","#AF0B0B"
"16250","237.7","#AF0B0B"
"16300","242.5","#AF0B0B"
"16350","240.4","#AF0B0B"
"16400","204","#076969"
"16450","51.7","#076969"
"16500","51.7","#076969"
"16550","51.4","#076969"
"16600","51.7","#076969"
"16650","51.7","#076969"
"16700","51.7","#076969"
"16750","51.7","#076969"
"16800","51.4","#076969"
"16850","51.4","#076969"
"16900","51.7","#076969"
"16950","51.7","#076969"
"17000","51.7","#076969"
"17050","51.4","#076969"
"17100","51.4","#076969"
"17150","51.7","#076969"
"17200","51.4","#076969"
"17250","51.4","#076969"
"17300","51.7","#076969"
"17350","51.4","#076969"
"17400","51.7","#076969"
"17450","51.7","#076969"
"17500","51.7","#076969"
"17550","51.4","#076969"
"17600","51.7","#076969"
"17650","51.4","#076969"
"17700","51.4","#076969"
"17750","51.4","#076969"
"17800","51.4","#076969"
"17850","51.4","#076969"
"17900","51.7","#076969"
"17950","51.7","#076969"
"18000","51.7","#076969"
"18050","51.4","#076969"
"18100","51.7","#076969"
"18150","51.7","#076969"
"18200","51.7","#076969"
"18250","51.4","#076969"
"18300","51.4","#076969"
"18350","51.4","#076969"
"18400","51.4","#076969"
"18450","51.4","#076969"
"18500","51.4","#076969"
"18550","51.4","#076969"
"18600","51.4","#076969"
"18650","51.4","#076969"
"18700","51.4","#076969"
"18750","51.4","#076969"
"18800","51.4","#076969"
"18850","51.4","#076969"
"18900","51.4","#076969"
"18950","51.4","#076969"
"19000","51.4","#076969"
"19050","51.7","#076969"
"19100","51.4","#076969"
"19150","51.4","#076969"
"19200","51.4","#076969"
"19250","51.4","#076969"
"19300","51.4","#076969"
"19350","51.7","#076969"
"19400","51.4","#076969"
"19450","51.4","#076969"
"19500","51.4","#076969"
"19550","51.7","#076969"
"19600","51.7","#076969"
"19650","51.4","#076969"
"19700","51.1","#076969"
"19750","51.1","#076969"
"19800","51.4","#076969"
"19850","51.1","#076969"
"19900","51.4","#076969"
"19950","51.1","#076969"
"20000","51.4","#076969"
"20050","51.4","#076969"
"20100","51.4","#076969"
"20150","51.4","#076969"
"20200","51.4","#076969"
"20250","52","#076969"
"20300","51.7","#076969"
"20350","51.4","#076969"
"20400","51.4","#076969"
"20450","51.4","#076969"
"20500","51.4","#076969"
"20550","51.4","#076969"
"20600","51.4","#076969"
"20650","51.4","#076969"
"20700","51.4","#076969"
"20750","51.1","#076969"
"20800","51.4","#076969"
"20850","51.4","#076969"
"20900","51.4","#076969"
"20950","52","#076969"
"21000","51.4","#076969"
"21050","51.7","#076969"
"21100","51.4","#076969"
"21150","51.4","#076969"
"21200","51.1","#076969"
"21250","51.4","#076969"
"21300","51.4","#076969"
"21350","51.4","#076969"
"21400","51.4","#076969"
"21450","51.4","#076969"
"21500","51.4","#076969"
"21550","51.4","#076969"
"21600","51.7","#076969"
"21650","51.4","#076969"
"21700","51.4","#076969"
"21750","51.1","#076969"
"21800","51.7","#076969"
"21850","51.7","#076969"
"21900","51.4","#076969"
"21950","51.4","#076969"
"22000","51.4","#076969"
"22050","51.4","#076969"
"22100","51.7","#076969"
"22150","51.4","#076969"
"22200","51.4","#076969"
"22250","51.4","#076969"
"22300","51.4","#076969"
"22350","51.4","#076969"
"22400","51.4","#076969"
"22450","51.4","#076969"
"22500","51.4","#076969"
"22550","51.4","#076969"
"22600","48.8","#076969"
"22650","51.4","#076969"
"22700","51.7","#076969"
"22750","51.4","#076969"
"22800","51.4","#076969"
"22850","51.4","#076969"
"22900","51.4","#076969"
"22950","51.4","#076969"
"23000","51.4","#076969"
"23050","51.1","#076969"
"23100","51.4","#076969"
"23150","51.4","#076969"
"23200","51.4","#076969"
"23250","51.4","#076969"
"23300","51.4","#076969"
"23350","51.4","#076969"
"23400","51.4","#076969"
"23450","51.4","#076969"
"23500","52","#076969"
"23550","51.4","#076969"
"23600","51.4","#076969"
"23650","51.4","#076969"
"23700","51.4","#076969"
"23750","51.7","#076969"
"23800","51.4","#076969"
"23850","51.1","#076969"
"23900","51.4","#076969"
"23950","51.4","#076969"
"24000","51.4","#076969"
"24050","51.4","#076969"
"24100","51.4","#076969"
"24150","41.4","#076969"
"24200","51.7","#076969"
"24250","51.7","#076969"
"24300","51.4","#076969"
"24350","51.4","#076969"
"24400","51.1","#076969"
"24450","52","#076969"
"24500","42.3","#076969"
"24550","51.4","#076969"
"24600","51.4","#076969"
"24650","51.4","#076969"
"24700","51.4","#076969"
"24750","51.1","#076969"
"24800","51.4","#076969"
"24850","51.4","#076969"
"24900","51.4","#076969"
"24950","51.4","#076969"
"25000","51.7","#076969"
"25050","51.4","#076969"
"25100","51.4","#076969"
"25150","51.4","#076969"
"25200","51.4","#076969"
"25250","51.4","#076969"
"25300","51.4","#076969"
"25350","51.4","#076969"
"25400","51.4","#076969"
"25450","51.4","#076969"
"25500","51.7","#076969"
"25550","51.4","#076969"
"25600","51.4","#076969"
"25650","51.4","#076969"
"25700","51.4","#076969"
"25750","51.4","#076969"
"25800","51.1","#076969"
"25850","51.7","#076969"
"25900","51.7","#076969"
"25950","51.4","#076969"
"26000","51.4","#076969"
"26050","51.4","#076969"
"26100","51.4","#076969"
"26150","51.4","#076969"
"26200","51.7","#076969"
"26250","51.4","#076969"
"26300","51.4","#076969"
"26350","51.4","#076969"
"26400","183.2","#AF550B"
"26450","242.4","#AF550B"
"26500","241.4","#AF550B"
"26550","241.5","#AF550B"
"26600","242","#AF550B"
"26650","242.4","#AF550B"
"26700","242.1","#AF550B"
"26750","245.2","#AF550B"
"26800","242.6","#AF550B"
"26850","242.4","#AF550B"
"26900","244.7","#AF550B"
"26950","238.7","#AF550B"
"27000","217.8","#AF550B"
"27050","218.2","#AF550B"
"27100","228.7","#AF550B"
"27150","218.4","#AF550B"
"27200","217.9","#AF550B"
"27250","226.4","#AF550B"
"27300","217.5","#AF550B"
"27350","217.3","#AF550B"
"27400","239.8","#AF550B"
"27450","218.2","#AF550B"
"27500","219.3","#AF550B"
"27550","277.8","#AF550B"
"27600","219.1","#AF550B"
"27650","218","#AF550B"
"27700","217.7","#AF550B"
"27750","217.1","#AF550B"
"27800","216.8","#AF550B"
"27850","217.7","#AF550B"
"27900","216.8","#AF550B"
"27950","216.5","#AF550B"
"28000","218","#AF550B"
"28050","218.5","#AF550B"
"28100","219.4","#AF550B"
"28150","218.7","#AF550B"
"28200","217.3","#AF550B"
"28250","217","#AF550B"
"28300","218.2","#AF550B"
"28350","224.8","#AF550B"
"28400","219.3","#AF550B"
"28450","217","#AF550B"
"28500","218.7","#AF550B"
"28550","215.3","#AF550B"
"28600","217.1","#AF550B"
"28650","218.1","#AF550B"
"28700","217","#AF550B"
"28750","216.2","#AF550B"
"28800","223.8","#AF550B"
"28850","218.8","#AF550B"
"28900","218.4","#AF550B"
"28950","225.1","#AF550B"
"29000","218.5","#AF550B"
"29050","217.3","#AF550B"
"29100","239","#AF550B"
"29150","239.8","#AF550B"
"29200","239.2","#AF550B"
"29250","239.8","#AF550B"
"29300","239.5","#AF550B"
"29350","239.5","#AF550B"
"29400","240.1","#AF550B"
"29450","240","#AF550B"
"29500","240","#AF550B"
"29550","238.9","#AF550B"
"29600","239.5","#AF550B"
"29650","239.8","#AF550B"
"29700","239.5","#AF550B"
"29750","239.5","#AF550B"
"29800","239.8","#AF550B"
"29850","239.7","#AF550B"
"29900","239.7","#AF550B"
"29950","239.5","#AF550B"
"30000","240.7","#AF550B"
"30050","240","#AF550B"
"30100","295.8","#AF550B"
"30150","218.7","#AF550B"
"30200","255.6","#098C09"
"30250","239.3","#098C09"
"30300","245.6","#098C09"
"30350","291.5","#098C09"
"30400","259.2","#098C09"
"30450","260.1","#098C09"
"30500","242.6","#098C09"
"30550","245.3","#098C09"
"30600","268.1","#098C09"
"30650","240.9","#098C09"
"30700","255","#098C09"
"30750","252.7","#098C09"
"30800","228.3","#098C09"
"30850","233.7","#098C09"
"30900","239.6","#098C09"
"30950","231.2","#098C09"
"31000","235.5","#098C09"
"31050","254.6","#098C09"
"31100","247.7","#098C09"
"31150","237.6","#098C09"
"31200","227.4","#AF0B0B"
"31250","241.1","#AF0B0B"
"31300","243.4","#AF0B0B"
"31350","241.7","#AF0B0B"
"31400","241.7","#AF0B0B"
"31450","241.2","#AF0B0B"
"31500","235.6","#076969"
"31550","52","#076969"
"31600","52","#076969"
"31650","51.7","#076969"
"31700","51.7","#076969"
"31750","51.4","#076969"
"31800","51.4","#076969"
"31850","51.4","#076969"
"31900","51.4","#076969"
"31950","51.7","#076969"
"32000","51.7","#076969"
"32050","51.4","#076969"
"32100","51.4","#076969"
"32150","51.7","#076969"
"32200","51.7","#076969"
"32250","51.7","#076969"
"32300","51.4","#076969"
"32350","51.4","#076969"
"32400","51.4","#076969"
"32450","51.4","#076969"
"32500","52.3","#076969"
"32550","51.7","#076969"
"32600","51.7","#076969"
"32650","51.7","#076969"
"32700","51.4","#076969"
"32750","51.7","#076969"
"32800","51.4","#076969"
"32850","51.7","#076969"
"32900","51.4","#076969"
"32950","51.7","#076969"
"33000","51.4","#076969"
"33050","51.4","#076969"
"33100","51.4","#076969"
"33150","51.4","#076969"
"33200","51.4","#076969"
"33250","52","#076969"
"33300","51.4","#076969"
"33350","51.7","#076969"
"33400","51.4","#076969"
"33450","51.7","#076969"
"33500","51.7","#076969"
"33550","51.4","#076969"
"33600","51.4","#076969"
"33650","51.4","#076969"
"33700","51.4","#076969"
"33750","51.4","#076969"
"33800","51.7","#076969"
"33850","51.7","#076969"
"33900","51.4","#076969"
"33950","51.4","#076969"
"34000","51.4","#076969"
"34050","51.7","#076969"
"34100","51.4","#076969"
"34150","49.1","#076969"
"34200","51.7","#076969"
"34250","51.4","#076969"
"34300","51.4","#076969"
"34350","51.4","#076969"
"34400","51.4","#076969"
"34450","51.4","#076969"
"34500","51.4","#076969"
"34550","51.7","#076969"
"34600","51.4","#076969"
"34650","51.4","#076969"
"34700","51.7","#076969"
"34750","51.4","#076969"
"34800","51.4","#076969"
"34850","51.4","#076969"
"34900","51.7","#076969"
"34950","51.4","#076969"
"35000","51.7","#076969"
"35050","51.7","#076969"
"35100","51.4","#076969"
"35150","51.4","#076969"
"35200","51.4","#076969"
"35250","51.4","#076969"
"35300","51.4","#076969"
"35350","51.4","#076969"
"35400","51.4","#076969"
"35450","51.7","#076969"
"35500","51.4","#076969"
"35550","51.4","#076969"
"35600","51.4","#076969"
"35650","51.7","#076969"
"35700","51.7","#076969"
"35750","51.4","#076969"
"35800","51.4","#076969"
"35850","51.7","#076969"
"35900","51.4","#076969"
"35950","51.4","#076969"
"36000","51.4","#076969"
"36050","51.4","#076969"
"36100","51.4","#076969"
"36150","51.4","#076969"
"36200","51.7","#076969"
"36250","51.4","#076969"
"36300","51.4","#076969"
"36350","51.4","#076969"
"36400","51.4","#076969"
"36450","51.4","#076969"
"36500","51.4","#076969"
"36550","51.4","#076969"
"36600","51.4","#076969"
"36650","51.4","#076969"
"36700","51.4","#076969"
"36750","51.4","#076969"
"36800","51.4","#076969"
"36850","51.4","#076969"
"36900","51.4","#076969"
"36950","51.7","#076969"
"37000","51.4","#076969"
"37050","51.7","#076969"
"37100","51.4","#076969"
"37150","51.4","#076969"
"37200","51.7","#076969"
"37250","51.7","#076969"
"37300","51.4","#076969"
"37350","51.4","#076969"
"37400","51.7","#076969"
"37450","51.4","#076969"
"37500","51.4","#076969"
"37550","51.4","#076969"
"37600","51.4","#076969"
"37650","51.4","#076969"
"37700","51.4","#076969"
"37750","51.4","#076969"
"37800","51.4","#076969"
"37850","51.4","#076969"
"37900","51.1","#076969"
"37950","51.4","#076969"
"38000","51.1","#076969"
"38050","51.4","#076969"
"38100","51.7","#076969"
"38150","51.4","#076969"
"38200","51.4","#076969"
"38250","51.4","#076969"
"38300","51.7","#076969"
"38350","51.4","#076969"
"38400","51.4","#076969"
"38450","51.4","#076969"
"38500","51.7","#076969"
"38550","51.4","#076969"
"38600","51.4","#076969"
"38650","51.4","#076969"
"38700","51.4","#076969"
"38750","51.4","#076969"
"38800","51.4","#076969"
"38850","51.4","#076969"
"38900","51.7","#076969"
"38950","51.4","#076969"
"39000","51.7","#076969"
"39050","51.4","#076969"
"39100","51.4","#076969"
"39150","51.4","#076969"
"39200","51.4","#076969"
"39250","51.4","#076969"
"39300","51.4","#076969"
"39350","51.4","#076969"
"39400","51.4","#076969"
"39450","51.4","#076969"
"39500","51.4","#076969"
"39550","51.4","#076969"
"39600","51.4","#076969"
"39650","51.4","#076969"
"39700","51.1","#076969"
"39750","51.4","#076969"
"39800","51.7","#076969"
"39850","51.7","#076969"
"39900","51.4","#076969"
"39950","51.4","#076969"
"40000","51.1","#076969"
"40050","51.4","#076969"
"40100","51.4","#076969"
"40150","51.4","#076969"
"40200","51.1","#076969"
"40250","51.4","#076969"
"40300","51.4","#076969"
"40350","51.4","#076969"
"40400","51","#076969"
"40450","51.4","#076969"
"40500","51.4","#076969"
"40550","51.4","#076969"
"40600","51.4","#076969"
"40650","51.7","#076969"
"40700","51.4","#076969"
"40750","51.4","#076969"
"40800","51.4","#076969"
"40850","51.4","#076969"
"40900","51.4","#076969"
"40950","51.4","#076969"
"41000","51.4","#076969"
"41050","51.4","#076969"
"41100","51.4","#076969"
"41150","51.4","#076969"
"41200","51.4","#076969"
"41250","51.4","#076969"
"41300","51.4","#076969"
"41350","51.4","#076969"
"41400","51.4","#076969"
"41450","51.4","#076969"
"41500","148.6","#AF550B"
"41550","240.2","#AF550B"
"41600","242","#AF550B"
"41650","245.4","#AF550B"
"41700","246.1","#AF550B"
"41750","240.7","#AF550B"
"41800","244.1","#AF550B"
"41850","244.4","#AF550B"
"41900","240","#AF550B"
"41950","242.7","#AF550B"
"42000","244.4","#AF550B"
"42050","242.1","#AF550B"
"42100","231.5","#AF550B"
"42150","216.3","#AF550B"
"42200","216.7","#AF550B"
"42250","245.8","#AF550B"
"42300","217","#AF550B"
"42350","215.9","#AF550B"
"42400","225.1","#AF550B"
"42450","218.8","#AF550B"
"42500","217.6","#AF550B"
"42550","218.5","#AF550B"
"42600","219","#AF550B"
"42650","219.3","#AF550B"
"42700","218.1","#AF550B"
"42750","217.8","#AF550B"
"42800","218.4","#AF550B"
"42850","219.5","#AF550B"
"42900","219.2","#AF550B"
"42950","219.4","#AF550B"
"43000","218.8","#AF550B"
"43050","218.8","#AF550B"
"43100","219.7","#AF550B"
"43150","221.6","#AF550B"
"43200","219","#AF550B"
"43250","219.3","#AF550B"
"43300","221.6","#AF550B"
"43350","219.3","#AF550B"
"43400","218.5","#AF550B"
"43450","231.2","#AF550B"
"43500","218.4","#AF550B"
"43550","218.1","#AF550B"
"43600","225.8","#AF550B"
"43650","218.7","#AF550B"
"43700","218.7","#AF550B"
"43750","248.5","#AF550B"
"43800","217","#AF550B"
"43850","217.9","#AF550B"
"43900","244.3","#AF550B"
"43950","219.3","#AF550B"
"44000","219.7","#AF550B"
"44050","240.8","#AF550B"
"44100","217.8","#AF550B"
"44150","217.3","#AF550B"
"44200","231.4","#AF550B"
"44250","240","#AF550B"
"44300","240.3","#AF550B"
"44350","240.7","#AF550B"
"44400","239.7","#AF550B"
"44450","240.6","#AF550B"
"44500","238.9","#AF550B"
"44550","240.1","#AF550B"
"44600","239.7","#AF550B"
"44650","239.4","#AF550B"
"44700","240","#AF550B"
"44750","239.5","#AF550B"
"44800","240","#AF550B"
"44850","240.3","#AF550B"
"44900","240.2","#AF550B"
"44950","238.8","#AF550B"
"45000","240.9","#AF550B"
"45050","238.5","#AF550B"
"45100","241.9","#AF550B"
"45150","244.1","#AF550B"
"45200","241.7","#AF550B"
"45250","325.7","#AF550B"
"45300","219","#AF550B"
"45350","300.1","#098C09"
"45400","291.3","#098C09"
"45450","247.9","#098C09"
"45500","285.3","#098C09"
"45550","239.2","#098C09"
"45600","277.5","#098C09"
"45650","269.7","#098C09"
"45700","240","#098C09"
"45750","250.9","#098C09"
"45800","246.7","#098C09"
"45850","244.5","#098C09"
"45900","243.9","#098C09"
"45950","263.5","#098C09"
"46000","229.6","#098C09"
"46050","243.9","#098C09"
"46100","244.8","#098C09"
"46150","229.1","#098C09"
"46200","237.2","#098C09"
"46250","262.8","#098C09"
"46300","231.7","#098C09"
"46350","232.9","#AF0B0B"
"46400","241.6","#AF0B0B"
"46450","242.1","#AF0B0B"
"46500","241.9","#AF0B0B"
"46550","241.9","#AF0B0B"
"46600","241.3","#AF0B0B"
"46650","221.9","#076969"
"46700","51.7","#076969"
"46750","52","#076969"
"46800","51.7","#076969"
"46850","51.7","#076969"
"46900","51.7","#076969"
"46950","49.4","#076969"
"47000","51.7","#076969"
"47050","51.7","#076969"
"47100","51.7","#076969"
"47150","51.7","#076969"
"47200","51.4","#076969"
"47250","51.4","#076969"
"47300","51.4","#076969"
"47350","51.4","#076969"
"47400","51.4","#076969"
"47450","51.7","#076969"
"47500","51.7","#076969"
"47550","51.4","#076969"
"47600","51.7","#076969"
"47650","51.4","#076969"
"47700","51.4","#076969"
"47750","51.7","#076969"
"47800","51.4","#076969"
"47850","51.4","#076969"
"47900","51.7","#076969"
"47950","51.1","#076969"
"48000","51.4","#076969"
"48050","51.4","#076969"
"48100","51.4","#076969"
"48150","51.4","#076969"
"48200","51.1","#076969"
"48250","51.4","#076969"
"48300","51.7","#076969"
"48350","51.4","#076969"
"48400","52","#076969"
"48450","51.4","#076969"
"48500","51.7","#076969"
"48550","51.4","#076969"
"48600","51.4","#076969"
"48650","51.4","#076969"
"48700","51.4","#076969"
"48750","51.4","#076969"
"48800","51.4","#076969"
"48850","51.4","#076969"
"48900","51.4","#076969"
"48950","51.4","#076969"
"49000","51.4","#076969"
"49050","51.4","#076969"
"49100","51.7","#076969"
"49150","51.4","#076969"
"49200","51.4","#076969"
"49250","52","#076969"
"49300","51.4","#076969"
"49350","51.4","#076969"
"49400","51.4","#076969"
"49450","51.4","#076969"
"49500","51.4","#076969"
"49550","51.7","#076969"
"49600","51.4","#076969"
"49650","51.4","#076969"
"49700","51.7","#076969"
"49750","51.4","#076969"
"49800","51.4","#076969"
"49850","51.7","#076969"
"49900","51.4","#076969"
"49950","51.4","#076969"
"50000","51.4","#076969"
"50050","51.4","#076969"
"50100","51.4","#076969"
"50150","51.4","#076969"
"50200","51.4","#076969"
"50250","51.4","#076969"
"50300","51.4","#076969"
"50350","51.4","#076969"
"50400","51.4","#076969"
"50450","51.4","#076969"
"50500","51.4","#076969"
"50550","51.4","#076969"
"50600","51.4","#076969"
"50650","51.4","#076969"
"50700","51.4","#076969"
"50750","51.4","#076969"
"50800","51.4","#076969"
"50850","51.4","#076969"
"50900","51.4","#076969"
"50950","51.4","#076969"
"51000","51.4","#076969"
"51050","51.4","#076969"
"51100","51.4","#076969"
"51150","51.4","#076969"
"51200","51.4","#076969"
"51250","51.4","#076969"
"51300","51.4","#076969"
"51350","51.4","#076969"
"51400","51.4","#076969"
"51450","51.4","#076969"
"51500","51.7","#076969"
