"count","curr","lineColor"
"0","76.2","#AF0B0B"
"50","77.4","#AF0B0B"
"100","76.6","#AF0B0B"
"150","76.5","#AF0B0B"
"200","76.4","#AF0B0B"
"250","76.9","#AF0B0B"
"300","76.5","#AF0B0B"
"350","76.3","#AF0B0B"
"400","76.1","#AF0B0B"
"450","76.9","#AF0B0B"
"500","75.9","#AF0B0B"
"550","73.6","#AF0B0B"
"600","68.8","#AF0B0B"
"650","68.7","#AF0B0B"
"700","69.2","#AF0B0B"
"750","68.9","#AF0B0B"
"800","69","#AF0B0B"
"850","69.2","#AF0B0B"
"900","69","#AF0B0B"
"950","69.1","#AF0B0B"
"1000","69.4","#AF0B0B"
"1050","69.7","#AF0B0B"
"1100","69.6","#AF0B0B"
"1150","69.2","#AF0B0B"
"1200","69.1","#AF0B0B"
"1250","69","#AF0B0B"
"1300","69.5","#AF0B0B"
"1350","69.4","#AF0B0B"
"1400","69.6","#AF0B0B"
"1450","68.5","#AF0B0B"
"1500","69.2","#AF0B0B"
"1550","69.4","#AF0B0B"
"1600","69.3","#AF0B0B"
"1650","68.9","#AF0B0B"
"1700","69","#AF0B0B"
"1750","70.4","#AF0B0B"
"1800","69.1","#AF0B0B"
"1850","68.9","#AF0B0B"
"1900","71.9","#AF0B0B"
"1950","68.5","#AF0B0B"
"2000","69.2","#AF0B0B"
"2050","69","#AF0B0B"
"2100","68.8","#AF0B0B"
"2150","68.8","#AF0B0B"
"2200","69.5","#AF0B0B"
"2250","69.5","#AF0B0B"
"2300","69.5","#AF0B0B"
"2350","69","#AF0B0B"
"2400","68.8","#AF0B0B"
"2450","68.8","#AF0B0B"
"2500","69.5","#AF0B0B"
"2550","69.6","#AF0B0B"
"2600","69.4","#AF0B0B"
"2650","71.6","#AF0B0B"
"2700","77.7","#AF0B0B"
"2750","77.8","#AF0B0B"
"2800","77.9","#AF0B0B"
"2850","77.9","#AF0B0B"
"2900","77.6","#AF0B0B"
"2950","77.6","#AF0B0B"
"3000","77.6","#AF0B0B"
"3050","77.5","#AF0B0B"
"3100","77.3","#AF0B0B"
"3150","77.6","#AF0B0B"
"3200","77.7","#AF0B0B"
"3250","77.7","#AF0B0B"
"3300","77.7","#AF0B0B"
"3350","77.8","#AF0B0B"
"3400","77.5","#AF0B0B"
"3450","77.7","#AF0B0B"
"3500","77.4","#AF0B0B"
"3550","77.5","#AF0B0B"
"3600","76.4","#AF0B0B"
"3650","76.7","#AF0B0B"
"3700","75.1","#AF0B0B"
"3750","69.7","#AF0B0B"
"3800","73.8","#AF0B0B"
"3850","76.9","#AF0B0B"
"3900","72.1","#AF0B0B"
"3950","74.4","#AF0B0B"
"4000","73.1","#AF0B0B"
"4050","79.2","#AF0B0B"
"4100","69.6","#AF0B0B"
"4150","74.5","#AF0B0B"
"4200","73.2","#AF0B0B"
"4250","79.1","#AF0B0B"
"4300","72.9","#AF0B0B"
"4350","75","#AF0B0B"
"4400","73.2","#AF0B0B"
"4450","71.8","#AF0B0B"
"4500","75.1","#AF0B0B"
"4550","70.8","#AF0B0B"
"4600","70.3","#AF0B0B"
"4650","74.6","#AF0B0B"
"4700","90","#AF0B0B"
"4750","74.7","#AF0B0B"
"4800","74.2","#076969"
"4850","76.8","#076969"
"4900","76.5","#076969"
"4950","77.4","#076969"
"5000","77.4","#076969"
"5050","76.5","#076969"
"5100","47.3","#AF550B"
"5150","15.1","#AF550B"
"5200","15.3","#AF550B"
"5250","15.1","#AF550B"
"5300","15.2","#AF550B"
"5350","15.1","#AF550B"
"5400","15.1","#AF550B"
"5450","15.1","#AF550B"
"5500","15.1","#AF550B"
"5550","15.1","#AF550B"
"5600","15.1","#AF550B"
"5650","15.1","#AF550B"
"5700","15.1","#AF550B"
"5750","15.1","#AF550B"
"5800","15.1","#AF550B"
"5850","15.1","#AF550B"
"5900","15.3","#AF550B"
"5950","15.1","#AF550B"
"6000","15.1","#AF550B"
"6050","15.1","#AF550B"
"6100","15.1","#AF550B"
"6150","15","#AF550B"
"6200","15.1","#AF550B"
"6250","15.1","#AF550B"
"6300","15.1","#AF550B"
"6350","15.1","#AF550B"
"6400","15.1","#AF550B"
"6450","15.1","#AF550B"
"6500","14.9","#AF550B"
"6550","15","#AF550B"
"6600","15.1","#AF550B"
"6650","15.1","#AF550B"
"6700","15","#AF550B"
"6750","15.1","#AF550B"
"6800","15.1","#AF550B"
"6850","15.1","#AF550B"
"6900","15","#AF550B"
"6950","15.1","#AF550B"
"7000","15","#AF550B"
"7050","15","#AF550B"
"7100","15.1","#AF550B"
"7150","15.1","#AF550B"
"7200","15.1","#AF550B"
"7250","15.1","#AF550B"
"7300","15.1","#AF550B"
"7350","15.1","#AF550B"
"7400","15","#AF550B"
"7450","15","#AF550B"
"7500","15.1","#AF550B"
"7550","15","#AF550B"
"7600","15.1","#AF550B"
"7650","15.1","#AF550B"
"7700","15.1","#AF550B"
"7750","15.1","#AF550B"
"7800","15.1","#AF550B"
"7850","15.1","#AF550B"
"7900","15.1","#AF550B"
"7950","15.2","#AF550B"
"8000","15.1","#AF550B"
"8050","15.1","#AF550B"
"8100","15.1","#AF550B"
"8150","15.1","#AF550B"
"8200","15.1","#AF550B"
"8250","15.1","#AF550B"
"8300","15.1","#AF550B"
"8350","15.1","#AF550B"
"8400","15.1","#AF550B"
"8450","15.1","#AF550B"
"8500","15.1","#AF550B"
"8550","15.1","#AF550B"
"8600","15.1","#AF550B"
"8650","15.1","#AF550B"
"8700","15.1","#AF550B"
"8750","15.1","#AF550B"
"8800","15.1","#AF550B"
"8850","15.1","#AF550B"
"8900","15.2","#AF550B"
"8950","15.1","#AF550B"
"9000","15.1","#AF550B"
"9050","15.1","#AF550B"
"9100","15.1","#AF550B"
"9150","15.1","#AF550B"
"9200","15.2","#AF550B"
"9250","15.1","#AF550B"
"9300","15","#AF550B"
"9350","15.1","#AF550B"
"9400","15.1","#AF550B"
"9450","15","#AF550B"
"9500","15","#AF550B"
"9550","15.1","#AF550B"
"9600","15.1","#AF550B"
"9650","15.1","#AF550B"
"9700","15.1","#AF550B"
"9750","15.1","#AF550B"
"9800","15.1","#AF550B"
"9850","15.1","#AF550B"
"9900","15.1","#AF550B"
"9950","15.2","#AF550B"
"10000","15.1","#AF550B"
"10050","15.1","#AF550B"
"10100","15","#AF550B"
"10150","15.1","#AF550B"
"10200","15.1","#AF550B"
"10250","15","#AF550B"
"10300","15.1","#AF550B"
"10350","15.1","#AF550B"
"10400","15.1","#AF550B"
"10450","15","#AF550B"
"10500","15","#AF550B"
"10550","15.1","#AF550B"
"10600","15.1","#AF550B"
"10650","15.1","#AF550B"
"10700","15","#AF550B"
"10750","15.1","#AF550B"
"10800","15.1","#AF550B"
"10850","15.1","#AF550B"
"10900","15","#AF550B"
"10950","15.1","#AF550B"
"11000","15.1","#AF550B"
"11050","15.2","#AF550B"
"11100","15.1","#AF550B"
"11150","15.1","#AF550B"
"11200","15","#AF550B"
"11250","15.1","#AF550B"
"11300","15.1","#AF550B"
"11350","15","#AF550B"
"11400","15.1","#AF550B"
"11450","15","#AF550B"
"11500","15","#AF550B"
"11550","15.2","#AF550B"
"11600","15","#AF550B"
"11650","15.1","#AF550B"
"11700","15","#AF550B"
"11750","15.1","#AF550B"
"11800","15.1","#AF550B"
"11850","15","#AF550B"
"11900","15.1","#AF550B"
"11950","15.1","#AF550B"
"12000","15.1","#AF550B"
"12050","15.1","#AF550B"
"12100","15","#AF550B"
"12150","15.1","#AF550B"
"12200","15.1","#AF550B"
"12250","15","#AF550B"
"12300","15","#AF550B"
"12350","15.1","#AF550B"
"12400","15.1","#AF550B"
"12450","15.1","#AF550B"
"12500","15","#AF550B"
"12550","15","#AF550B"
"12600","15.1","#AF550B"
"12650","15.1","#AF550B"
"12700","15.1","#AF550B"
"12750","15","#AF550B"
"12800","15.1","#AF550B"
"12850","15.1","#AF550B"
"12900","15.1","#AF550B"
"12950","15.1","#AF550B"
"13000","15","#AF550B"
"13050","15.1","#AF550B"
"13100","15","#AF550B"
"13150","15.1","#AF550B"
"13200","15.1","#AF550B"
"13250","15.1","#AF550B"
"13300","15.1","#AF550B"
"13350","15","#AF550B"
"13400","15","#AF550B"
"13450","15.1","#AF550B"
"13500","15.1","#AF550B"
"13550","15","#AF550B"
"13600","15","#AF550B"
