"count","volt","lineColor"
"1808","3100","#AF0B0B"
"1824","3099","#AF0B0B"
"1840","3099","#AF0B0B"
"1856","3099","#AF0B0B"
"1872","3099","#AF0B0B"
"1888","3100","#AF0B0B"
"1904","3102","#AF0B0B"
"1920","3097","#AF0B0B"
"1936","3100","#AF0B0B"
"1952","3103","#AF0B0B"
"1968","3101","#AF0B0B"
"1984","3099","#AF0B0B"
"2000","3100","#AF0B0B"
"2016","3102","#AF0B0B"
"2032","3102","#AF0B0B"
"2048","3100","#AF0B0B"
"2064","3076","#AF0B0B"
"2080","3101","#AF0B0B"
"2096","3100","#AF0B0B"
"2112","3101","#AF0B0B"
"2128","3102","#AF0B0B"
"2144","3102","#AF0B0B"
"2160","3102","#AF0B0B"
"2176","3100","#AF0B0B"
"2192","3103","#AF0B0B"
"2208","3102","#AF0B0B"
"2224","3092","#AF0B0B"
"2240","3099","#AF0B0B"
"2256","3099","#AF0B0B"
"2272","3100","#AF0B0B"
"2288","3099","#AF0B0B"
"2304","3100","#AF0B0B"
"2320","3099","#AF0B0B"
"2336","3099","#AF0B0B"
"2352","3101","#AF0B0B"
"2368","3095","#AF0B0B"
"2384","3099","#AF0B0B"
"2400","3099","#AF0B0B"
"2416","3099","#AF0B0B"
"2432","3099","#AF0B0B"
"2448","3099","#AF0B0B"
"2464","3099","#AF0B0B"
"2480","3099","#AF0B0B"
"2496","3099","#AF0B0B"
"2512","3100","#AF0B0B"
"2528","3096","#AF0B0B"
"2544","3099","#AF0B0B"
"2560","3099","#AF0B0B"
"2576","3099","#AF0B0B"
"2592","3100","#AF0B0B"
"2608","3100","#AF0B0B"
"2624","3099","#AF0B0B"
"2640","3101","#AF0B0B"
"2656","3100","#AF0B0B"
"2672","3087","#AF0B0B"
"2688","3080","#AF0B0B"
"2704","3080","#AF0B0B"
"2720","3079","#AF0B0B"
"2736","3079","#AF0B0B"
"2752","3079","#AF0B0B"
"2768","3080","#AF0B0B"
"2784","3079","#AF0B0B"
"2800","3078","#AF0B0B"
"2816","3081","#AF0B0B"
"2832","3080","#AF0B0B"
"2848","3079","#AF0B0B"
"2864","3080","#AF0B0B"
"2880","3080","#AF0B0B"
"2896","3079","#AF0B0B"
"2912","3079","#AF0B0B"
"2928","3080","#AF0B0B"
"2944","3079","#AF0B0B"
"2960","3079","#AF0B0B"
"2976","3081","#AF0B0B"
"2992","3081","#AF0B0B"
"3008","3079","#AF0B0B"
"3024","3080","#AF0B0B"
"3040","3079","#AF0B0B"
"3056","3080","#AF0B0B"
"3072","3079","#AF0B0B"
"3088","3083","#AF0B0B"
"3104","3080","#AF0B0B"
"3120","3080","#AF0B0B"
"3136","3081","#AF0B0B"
"3152","3080","#AF0B0B"
"3168","3080","#AF0B0B"
"3184","3079","#AF0B0B"
"3200","3079","#AF0B0B"
"3216","3079","#AF0B0B"
"3232","3081","#AF0B0B"
"3248","3080","#AF0B0B"
"3264","3079","#AF0B0B"
"3280","3079","#AF0B0B"
"3296","3080","#AF0B0B"
"3312","3079","#AF0B0B"
"3328","3079","#AF0B0B"
"3344","3080","#AF0B0B"
"3360","3079","#AF0B0B"
"3376","3079","#AF0B0B"
"3392","3079","#AF0B0B"
"3408","3079","#AF0B0B"
"3424","3079","#AF0B0B"
"3440","3083","#AF0B0B"
"3456","3080","#AF0B0B"
"3472","3080","#AF0B0B"
"3488","3080","#AF0B0B"
"3504","3080","#AF0B0B"
"3520","3079","#AF0B0B"
"3536","3080","#AF0B0B"
"3552","3079","#AF0B0B"
"3568","3084","#AF0B0B"
"3584","3084","#AF0B0B"
"3600","3084","#AF0B0B"
"3616","3082","#AF0B0B"
"3632","3083","#AF0B0B"
"3648","3083","#AF0B0B"
"3664","3084","#AF0B0B"
"3680","3083","#AF0B0B"
"3696","3084","#AF0B0B"
"3712","3071","#AF0B0B"
"3728","3018","#AF0B0B"
"3744","3084","#AF0B0B"
"3760","3099","#AF0B0B"
"3776","3100","#AF0B0B"
"3792","3099","#AF0B0B"
"3808","3096","#AF0B0B"
"3824","3099","#AF0B0B"
"3840","3100","#AF0B0B"
"3856","3095","#AF0B0B"
"3872","3099","#AF0B0B"
"3888","3101","#AF0B0B"
"3904","3099","#AF0B0B"
"3920","3100","#AF0B0B"
"3936","3099","#AF0B0B"
"3952","3101","#AF0B0B"
"3968","3099","#AF0B0B"
"3984","3100","#AF0B0B"
"4000","3099","#AF0B0B"
"4016","3100","#AF0B0B"
"4032","3099","#AF0B0B"
"4048","3099","#AF0B0B"
"4064","3099","#AF0B0B"
"4080","3099","#AF0B0B"
"4096","3099","#AF0B0B"
"4112","3100","#AF0B0B"
"4128","3099","#AF0B0B"
"4144","3099","#AF0B0B"
"4160","3100","#AF0B0B"
"4176","3100","#AF0B0B"
"4192","3100","#AF0B0B"
"4208","3098","#AF0B0B"
"4224","3099","#AF0B0B"
"4240","3099","#AF0B0B"
"4256","3100","#AF0B0B"
"4272","3100","#AF0B0B"
"4288","3101","#AF0B0B"
"4304","3088","#AF0B0B"
"4320","3086","#AF0B0B"
"4336","3095","#AF0B0B"
"4352","3093","#AF0B0B"
"4368","3086","#AF0B0B"
"4384","3092","#AF0B0B"
"4400","3094","#AF0B0B"
"4416","3096","#AF0B0B"
"4432","3082","#AF0B0B"
"4448","3090","#AF0B0B"
"4464","3079","#AF0B0B"
"4480","3097","#AF0B0B"
"4496","3092","#AF0B0B"
"4512","3086","#AF0B0B"
"4528","3073","#AF0B0B"
"4544","3095","#AF0B0B"
"4560","3092","#AF0B0B"
"4576","3090","#AF0B0B"
"4592","3097","#AF0B0B"
"4608","3090","#AF0B0B"
"4624","3086","#AF0B0B"
"4640","3081","#AF0B0B"
"4656","3091","#AF0B0B"
"4672","3090","#AF0B0B"
"4688","3084","#AF0B0B"
"4704","3096","#AF0B0B"
"4720","3082","#AF0B0B"
"4736","3086","#AF0B0B"
"4752","3092","#AF0B0B"
"4768","3093","#AF0B0B"
"4784","3083","#AF0B0B"
"4800","3086","#AF0B0B"
"4816","3097","#AF0B0B"
"4832","3096","#AF0B0B"
"4848","3098","#AF0B0B"
"4864","3094","#AF0B0B"
"4880","3093","#AF0B0B"
"4896","3091","#AF0B0B"
"4912","3091","#AF0B0B"
"4928","3096","#AF0B0B"
"4944","3096","#AF0B0B"
"4960","3099","#AF0B0B"
"4976","3092","#AF0B0B"
"4992","3099","#AF0B0B"
"5008","3091","#AF0B0B"
"5024","3096","#AF0B0B"
"5040","3096","#AF0B0B"
"5056","3092","#AF0B0B"
"5072","3099","#AF0B0B"
"5088","3089","#AF0B0B"
"5104","3098","#AF0B0B"
"5120","3097","#AF0B0B"
"5136","3091","#AF0B0B"
"5152","3093","#AF0B0B"
"5168","3091","#AF0B0B"
"5184","3100","#AF0B0B"
"5200","3092","#AF0B0B"
"5216","3094","#AF0B0B"
"5232","3097","#AF0B0B"
"5248","3092","#AF0B0B"
"5264","3092","#AF0B0B"
"5280","3092","#AF0B0B"
"5296","3097","#AF0B0B"
"5312","3092","#AF0B0B"
"5328","3089","#076969"
"5344","3084","#076969"
"5360","3084","#076969"
"5376","3083","#076969"
"5392","3080","#076969"
"5408","3083","#076969"
"5424","3084","#076969"
"5440","3083","#076969"
"5456","3080","#076969"
"5472","3083","#076969"
"5488","3085","#076969"
"5504","3083","#076969"
"5520","3082","#076969"
"5536","3081","#076969"
"5552","3082","#076969"
"5568","3083","#076969"
"5584","3083","#076969"
"5600","3083","#076969"
"5616","3095","#AF550B"
"5632","3224","#AF550B"
"5648","3224","#AF550B"
"5664","3223","#AF550B"
"5680","3223","#AF550B"
"5696","3226","#AF550B"
"5712","3224","#AF550B"
"5728","3224","#AF550B"
"5744","3225","#AF550B"
"5760","3225","#AF550B"
"5776","3224","#AF550B"
"5792","3223","#AF550B"
"5808","3225","#AF550B"
"5824","3224","#AF550B"
"5840","3224","#AF550B"
"5856","3224","#AF550B"
"5872","3223","#AF550B"
"5888","3224","#AF550B"
"5904","3224","#AF550B"
"5920","3225","#AF550B"
"5936","3224","#AF550B"
"5952","3223","#AF550B"
"5968","3224","#AF550B"
"5984","3226","#AF550B"
"6000","3223","#AF550B"
"6016","3226","#AF550B"
"6032","3224","#AF550B"
"6048","3223","#AF550B"
"6064","3224","#AF550B"
"6080","3224","#AF550B"
"6096","3224","#AF550B"
"6112","3224","#AF550B"
"6128","3223","#AF550B"
"6144","3226","#AF550B"
"6160","3224","#AF550B"
"6176","3224","#AF550B"
"6192","3223","#AF550B"
"6208","3223","#AF550B"
"6224","3224","#AF550B"
"6240","3223","#AF550B"
"6256","3224","#AF550B"
"6272","3223","#AF550B"
"6288","3224","#AF550B"
"6304","3225","#AF550B"
"6320","3224","#AF550B"
"6336","3224","#AF550B"
"6352","3223","#AF550B"
"6368","3224","#AF550B"
"6384","3224","#AF550B"
"6400","3224","#AF550B"
"6416","3216","#AF550B"
"6432","3225","#AF550B"
"6448","3225","#AF550B"
"6464","3225","#AF550B"
"6480","3224","#AF550B"
"6496","3224","#AF550B"
"6512","3223","#AF550B"
"6528","3224","#AF550B"
"6544","3225","#AF550B"
"6560","3224","#AF550B"
"6576","3224","#AF550B"
"6592","3223","#AF550B"
"6608","3226","#AF550B"
"6624","3225","#AF550B"
"6640","3224","#AF550B"
"6656","3226","#AF550B"
"6672","3225","#AF550B"
"6688","3225","#AF550B"
"6704","3225","#AF550B"
"6720","3226","#AF550B"
"6736","3223","#AF550B"
"6752","3224","#AF550B"
"6768","3226","#AF550B"
"6784","3224","#AF550B"
"6800","3224","#AF550B"
"6816","3224","#AF550B"
"6832","3223","#AF550B"
"6848","3224","#AF550B"
"6864","3223","#AF550B"
"6880","3225","#AF550B"
"6896","3225","#AF550B"
"6912","3224","#AF550B"
"6928","3224","#AF550B"
"6944","3225","#AF550B"
"6960","3224","#AF550B"
"6976","3226","#AF550B"
"6992","3224","#AF550B"
"7008","3224","#AF550B"
"7024","3223","#AF550B"
"7040","3223","#AF550B"
"7056","3224","#AF550B"
"7072","3225","#AF550B"
"7088","3224","#AF550B"
"7104","3223","#AF550B"
"7120","3220","#AF550B"
"7136","3224","#AF550B"
"7152","3223","#AF550B"
"7168","3223","#AF550B"
"7184","3223","#AF550B"
"7200","3221","#AF550B"
"7216","3225","#AF550B"
"7232","3225","#AF550B"
"7248","3225","#AF550B"
"7264","3224","#AF550B"
"7280","3223","#AF550B"
"7296","3225","#AF550B"
"7312","3224","#AF550B"
"7328","3226","#AF550B"
"7344","3225","#AF550B"
"7360","3225","#AF550B"
"7376","3225","#AF550B"
"7392","3226","#AF550B"
"7408","3224","#AF550B"
"7424","3225","#AF550B"
"7440","3225","#AF550B"
"7456","3223","#AF550B"
"7472","3223","#AF550B"
"7488","3224","#AF550B"
"7504","3224","#AF550B"
"7520","3223","#AF550B"
"7536","3225","#AF550B"
"7552","3225","#AF550B"
"7568","3224","#AF550B"
"7584","3225","#AF550B"
"7600","3224","#AF550B"
"7616","3223","#AF550B"
"7632","3223","#AF550B"
"7648","3224","#AF550B"
"7664","3223","#AF550B"
"7680","3223","#AF550B"
"7696","3223","#AF550B"
"7712","3223","#AF550B"
"7728","3225","#AF550B"
"7744","3226","#AF550B"
"7760","3224","#AF550B"
"7776","3226","#AF550B"
"7792","3223","#AF550B"
"7808","3225","#AF550B"
"7824","3227","#AF550B"
"7840","3224","#AF550B"
"7856","3224","#AF550B"
"7872","3226","#AF550B"
"7888","3226","#AF550B"
"7904","3224","#AF550B"
"7920","3223","#AF550B"
"7936","3224","#AF550B"
"7952","3225","#AF550B"
"7968","3226","#AF550B"
"7984","3223","#AF550B"
"8000","3227","#AF550B"
"8016","3227","#AF550B"
"8032","3225","#AF550B"
"8048","3223","#AF550B"
"8064","3225","#AF550B"
"8080","3225","#AF550B"
"8096","3215","#AF550B"
"8112","3226","#AF550B"
"8128","3224","#AF550B"
"8144","3226","#AF550B"
"8160","3224","#AF550B"
"8176","3226","#AF550B"
"8192","3226","#AF550B"
"8208","3226","#AF550B"
"8224","3224","#AF550B"
"8240","3225","#AF550B"
"8256","3226","#AF550B"
"8272","3223","#AF550B"
"8288","3224","#AF550B"
"8304","3225","#AF550B"
"8320","3223","#AF550B"
"8336","3224","#AF550B"
"8352","3225","#AF550B"
"8368","3224","#AF550B"
"8384","3224","#AF550B"
"8400","3224","#AF550B"
"8416","3225","#AF550B"
"8432","3223","#AF550B"
"8448","3225","#AF550B"
"8464","3225","#AF550B"
"8480","3225","#AF550B"
"8496","3226","#AF550B"
"8512","3224","#AF550B"
"8528","3223","#AF550B"
"8544","3226","#AF550B"
"8560","3224","#AF550B"
"8576","3223","#AF550B"
"8592","3224","#AF550B"
"8608","3226","#AF550B"
"8624","3224","#AF550B"
"8640","3224","#AF550B"
"8656","3226","#AF550B"
"8672","3225","#AF550B"
"8688","3225","#AF550B"
"8704","3224","#AF550B"
"8720","3225","#AF550B"
"8736","3223","#AF550B"
"8752","3224","#AF550B"
"8768","3225","#AF550B"
"8784","3223","#AF550B"
"8800","3223","#AF550B"
"8816","3223","#AF550B"
"8832","3224","#AF550B"
"8848","3225","#AF550B"
"8864","3223","#AF550B"
"8880","3224","#AF550B"
"8896","3224","#AF550B"
"8912","3223","#AF550B"
"8928","3226","#AF550B"
"8944","3224","#AF550B"
"8960","3225","#AF550B"
"8976","3224","#AF550B"
"8992","3224","#AF550B"
"9008","3224","#AF550B"
"9024","3223","#AF550B"
"9040","3224","#AF550B"
"9056","3223","#AF550B"
"9072","3225","#AF550B"
"9088","3224","#AF550B"
"9104","3225","#AF550B"
"9120","3226","#AF550B"
"9136","3224","#AF550B"
"9152","3224","#AF550B"
"9168","3226","#AF550B"
"9184","3224","#AF550B"
"9200","3224","#AF550B"
"9216","3226","#AF550B"
"9232","3225","#AF550B"
"9248","3224","#AF550B"
"9264","3224","#AF550B"
"9280","3224","#AF550B"
"9296","3223","#AF550B"
"9312","3223","#AF550B"
"9328","3224","#AF550B"
"9344","3223","#AF550B"
"9360","3223","#AF550B"
"9376","3224","#AF550B"
"9392","3223","#AF550B"
"9408","3224","#AF550B"
"9424","3224","#AF550B"
"9440","3224","#AF550B"
"9456","3223","#AF550B"
"9472","3224","#AF550B"
"9488","3226","#AF550B"
"9504","3223","#AF550B"
"9520","3223","#AF550B"
"9536","3223","#AF550B"
"9552","3224","#AF550B"
"9568","3223","#AF550B"
"9584","3225","#AF550B"
"9600","3224","#AF550B"
"9616","3223","#AF550B"
"9632","3225","#AF550B"
"9648","3224","#AF550B"
"9664","3223","#AF550B"
"9680","3226","#AF550B"
"9696","3225","#AF550B"
"9712","3223","#AF550B"
"9728","3223","#AF550B"
"9744","3223","#AF550B"
"9760","3223","#AF550B"
"9776","3223","#AF550B"
"9792","3225","#AF550B"
"9808","3224","#AF550B"
"9824","3225","#AF550B"
"9840","3225","#AF550B"
"9856","3224","#AF550B"
"9872","3224","#AF550B"
"9888","3225","#AF550B"
"9904","3224","#AF550B"
"9920","3224","#AF550B"
"9936","3224","#AF550B"
"9952","3223","#AF550B"
"9968","3224","#AF550B"
"9984","3225","#AF550B"
"10000","3223","#AF550B"
"10016","3224","#AF550B"
"10032","3223","#AF550B"
"10048","3224","#AF550B"
"10064","3223","#AF550B"
"10080","3223","#AF550B"
"10096","3222","#AF550B"
"10112","3225","#AF550B"
"10128","3225","#AF550B"
"10144","3224","#AF550B"
"10160","3225","#AF550B"
"10176","3224","#AF550B"
"10192","3224","#AF550B"
"10208","3224","#AF550B"
"10224","3225","#AF550B"
"10240","3223","#AF550B"
"10256","3226","#AF550B"
"10272","3224","#AF550B"
"10288","3224","#AF550B"
"10304","3224","#AF550B"
"10320","3223","#AF550B"
"10336","3224","#AF550B"
"10352","3223","#AF550B"
"10368","3223","#AF550B"
"10384","3224","#AF550B"
"10400","3224","#AF550B"
"10416","3223","#AF550B"
"10432","3224","#AF550B"
"10448","3225","#AF550B"
"10464","3223","#AF550B"
"10480","3226","#AF550B"
"10496","3222","#AF550B"
"10512","3225","#AF550B"
"10528","3224","#AF550B"
"10544","3223","#AF550B"
"10560","3225","#AF550B"
"10576","3225","#AF550B"
"10592","3224","#AF550B"
"10608","3225","#AF550B"
"10624","3224","#AF550B"
"10640","3223","#AF550B"
"10656","3225","#AF550B"
"10672","3224","#AF550B"
"10688","3225","#AF550B"
"10704","3223","#AF550B"
"10720","3225","#AF550B"
"10736","3224","#AF550B"
"10752","3223","#AF550B"
"10768","3223","#AF550B"
"10784","3223","#AF550B"
"10800","3224","#AF550B"
"10816","3224","#AF550B"
"10832","3225","#AF550B"
"10848","3225","#AF550B"
"10864","3223","#AF550B"
"10880","3225","#AF550B"
"10896","3223","#AF550B"
"10912","3224","#AF550B"
"10928","3224","#AF550B"
"10944","3224","#AF550B"
"10960","3225","#AF550B"
"10976","3221","#AF550B"
"10992","3223","#AF550B"
"11008","3224","#AF550B"
"11024","3223","#AF550B"
"11040","3225","#AF550B"
"11056","3223","#AF550B"
"11072","3225","#AF550B"
"11088","3224","#AF550B"
"11104","3224","#AF550B"
"11120","3223","#AF550B"
"11136","3224","#AF550B"
"11152","3224","#AF550B"
"11168","3223","#AF550B"
"11184","3224","#AF550B"
"11200","3223","#AF550B"
"11216","3217","#AF550B"
"11232","3223","#AF550B"
"11248","3226","#AF550B"
"11264","3225","#AF550B"
"11280","3225","#AF550B"
"11296","3223","#AF550B"
"11312","3225","#AF550B"
"11328","3224","#AF550B"
"11344","3224","#AF550B"
"11360","3223","#AF550B"
"11376","3225","#AF550B"
"11392","3223","#AF550B"
"11408","3224","#AF550B"
"11424","3216","#AF550B"
"11440","3224","#AF550B"
"11456","3226","#AF550B"
"11472","3223","#AF550B"
"11488","3224","#AF550B"
"11504","3224","#AF550B"
"11520","3226","#AF550B"
"11536","3225","#AF550B"
"11552","3225","#AF550B"
"11568","3224","#AF550B"
"11584","3224","#AF550B"
"11600","3225","#AF550B"
"11616","3223","#AF550B"
"11632","3224","#AF550B"
"11648","3224","#AF550B"
"11664","3225","#AF550B"
"11680","3223","#AF550B"
"11696","3223","#AF550B"
"11712","3224","#AF550B"
"11728","3223","#AF550B"
"11744","3224","#AF550B"
"11760","3223","#AF550B"
"11776","3223","#AF550B"
"11792","3224","#AF550B"
"11808","3223","#AF550B"
"11824","3225","#AF550B"
"11840","3225","#AF550B"
"11856","3224","#AF550B"
"11872","3224","#AF550B"
"11888","3224","#AF550B"
"11904","3224","#AF550B"
"11920","3223","#AF550B"
"11936","3224","#AF550B"
"11952","3225","#AF550B"
"11968","3225","#AF550B"
"11984","3225","#AF550B"
"12000","3224","#AF550B"
"12016","3224","#AF550B"
"12032","3224","#AF550B"
"12048","3224","#AF550B"
"12064","3223","#AF550B"
"12080","3224","#AF550B"
"12096","3223","#AF550B"
"12112","3224","#AF550B"
"12128","3223","#AF550B"
"12144","3225","#AF550B"
"12160","3223","#AF550B"
"12176","3226","#AF550B"
"12192","3224","#AF550B"
"12208","3224","#AF550B"
"12224","3223","#AF550B"
"12240","3227","#AF550B"
"12256","3225","#AF550B"
"12272","3224","#AF550B"
"12288","3224","#AF550B"
"12304","3223","#AF550B"
"12320","3224","#AF550B"
"12336","3224","#AF550B"
"12352","3226","#AF550B"
"12368","3226","#AF550B"
"12384","3226","#AF550B"
"12400","3224","#AF550B"
"12416","3225","#AF550B"
"12432","3224","#AF550B"
"12448","3215","#AF550B"
"12464","3224","#AF550B"
"12480","3225","#AF550B"
"12496","3225","#AF550B"
"12512","3224","#AF550B"
"12528","3224","#AF550B"
"12544","3224","#AF550B"
"12560","3225","#AF550B"
"12576","3226","#AF550B"
"12592","3223","#AF550B"
"12608","3225","#AF550B"
"12624","3224","#AF550B"
"12640","3224","#AF550B"
"12656","3226","#AF550B"
"12672","3223","#AF550B"
"12688","3224","#AF550B"
"12704","3225","#AF550B"
"12720","3223","#AF550B"
"12736","3225","#AF550B"
"12752","3224","#AF550B"
"12768","3225","#AF550B"
"12784","3224","#AF550B"
"12800","3223","#AF550B"
"12816","3225","#AF550B"
"12832","3224","#AF550B"
"12848","3225","#AF550B"
"12864","3224","#AF550B"
"12880","3224","#AF550B"
"12896","3224","#AF550B"
"12912","3225","#AF550B"
"12928","3224","#AF550B"
"12944","3225","#AF550B"
"12960","3226","#AF550B"
"12976","3224","#AF550B"
"12992","3226","#AF550B"
"13008","3226","#AF550B"
"13024","3224","#AF550B"
"13040","3224","#AF550B"
"13056","3226","#AF550B"
"13072","3225","#AF550B"
"13088","3224","#AF550B"
"13104","3224","#AF550B"
"13120","3224","#AF550B"
"13136","3225","#AF550B"
"13152","3224","#AF550B"
"13168","3225","#AF550B"
"13184","3224","#AF550B"
"13200","3225","#AF550B"
"13216","3225","#AF550B"
"13232","3225","#AF550B"
"13248","3224","#AF550B"
"13264","3223","#AF550B"
"13280","3225","#AF550B"
"13296","3223","#AF550B"
"13312","3225","#AF550B"
"13328","3224","#AF550B"
"13344","3224","#AF550B"
"13360","3225","#AF550B"
"13376","3225","#AF550B"
"13392","3225","#AF550B"
"13408","3225","#AF550B"
"13424","3224","#AF550B"
"13440","3223","#AF550B"
"13456","3224","#AF550B"
"13472","3224","#AF550B"
"13488","3224","#AF550B"
"13504","3225","#AF550B"
"13520","3224","#AF550B"
"13536","3223","#AF550B"
"13552","3224","#AF550B"
"13568","3226","#AF550B"
"13584","3226","#AF550B"
"13600","3224","#AF550B"
"13616","3224","#AF550B"
"13632","3223","#AF550B"
"13648","3225","#AF550B"
"13664","3223","#AF550B"
"13680","3224","#AF550B"
"13696","3227","#AF550B"
"13712","3224","#AF550B"
"13728","3224","#AF550B"
"13744","3223","#AF550B"
"13760","3215","#AF550B"
"13776","3224","#AF550B"
"13792","3225","#AF550B"
"13808","3225","#AF550B"
"13824","3224","#AF550B"
"13840","3224","#AF550B"
"13856","3224","#AF550B"
"13872","3224","#AF550B"
"13888","3225","#AF550B"
"13904","3223","#AF550B"
"13920","3224","#AF550B"
"13936","3223","#AF550B"
"13952","3224","#AF550B"
"13968","3225","#AF550B"
"13984","3224","#AF550B"
"14000","3224","#AF550B"
"14016","3225","#AF550B"
"14032","3224","#AF550B"
"14048","3225","#AF550B"
"14064","3224","#AF550B"
"14080","3224","#AF550B"
"14096","3225","#AF550B"
"14112","3224","#AF550B"
"14128","3224","#AF550B"
"14144","3225","#AF550B"
"14160","3223","#AF550B"
"14176","3224","#AF550B"
"14192","3224","#AF550B"
"14208","3224","#AF550B"
"14224","3225","#AF550B"
"14240","3224","#AF550B"
"14256","3224","#AF550B"
"14272","3224","#AF550B"
"14288","3224","#AF550B"
"14304","3225","#AF550B"
"14320","3223","#AF550B"
"14336","3224","#AF550B"
"14352","3224","#AF550B"
"14368","3224","#AF550B"
"14384","3223","#AF550B"
"14400","3225","#AF550B"
"14416","3226","#AF550B"
"14432","3223","#AF550B"
"14448","3223","#AF550B"
"14464","3224","#AF550B"
"14480","3226","#AF550B"
"14496","3225","#AF550B"
"14512","3223","#AF550B"
"14528","3226","#AF550B"
"14544","3225","#AF550B"
"14560","3224","#AF550B"
"14576","3224","#AF550B"
"14592","3225","#AF550B"
"14608","3225","#AF550B"
"14624","3217","#AF550B"
"14640","3223","#AF550B"
"14656","3224","#AF550B"
"14672","3225","#AF550B"
"14688","3223","#AF550B"
"14704","3224","#AF550B"
"14720","3223","#AF550B"
"14736","3226","#AF550B"
"14752","3224","#AF550B"
"14768","3226","#AF550B"
"14784","3225","#AF550B"
"14800","3224","#AF550B"
"14816","3223","#AF550B"
"14832","3224","#AF550B"
"14848","3224","#AF550B"
"14864","3225","#AF550B"
"14880","3224","#AF550B"
"14896","3224","#AF550B"
"14912","3223","#AF550B"
"14928","3224","#AF550B"
"14944","3224","#AF550B"
"14960","3226","#AF550B"
"14976","3224","#AF550B"
"14992","3225","#AF550B"
"15008","3222","#AF550B"
"15024","3223","#AF550B"
"15040","3225","#AF550B"
"15056","3224","#AF550B"
"15072","3224","#AF550B"
"15088","3224","#AF550B"
"15104","3225","#AF550B"
"15120","3225","#AF550B"
"15136","3224","#AF550B"
"15152","3224","#AF550B"
"15168","3224","#AF550B"
"15184","3223","#AF550B"
"15200","3225","#AF550B"
"15216","3227","#AF550B"
"15232","3224","#AF550B"
"15248","3224","#AF550B"
"15264","3225","#AF550B"
"15280","3223","#AF550B"
"15296","3224","#AF550B"
