"count","curr","lineColor"
"6680","15","#AF0B0B"
"6720","15","#AF0B0B"
"6760","15","#AF0B0B"
"6800","14.9","#AF0B0B"
"6840","15","#AF0B0B"
"6880","14.9","#AF0B0B"
"6920","15","#AF0B0B"
"6960","14.9","#AF0B0B"
"7000","15","#AF0B0B"
"7040","14.9","#AF0B0B"
"7080","14.9","#AF0B0B"
"7120","14.9","#AF0B0B"
"7160","15","#AF0B0B"
"7200","14.9","#AF0B0B"
"7240","14.9","#AF0B0B"
"7280","14.9","#AF0B0B"
"7320","14.9","#AF0B0B"
"7360","14.9","#AF0B0B"
"7400","14.9","#AF0B0B"
"7440","14.9","#AF0B0B"
"7480","14.9","#AF0B0B"
"7520","14.9","#AF0B0B"
"7560","14.9","#AF0B0B"
"7600","14.9","#AF0B0B"
"7640","14.9","#AF0B0B"
"7680","14.9","#AF0B0B"
"7720","14.8","#AF0B0B"
"7760","14.9","#AF0B0B"
"7800","14.9","#AF0B0B"
"7840","14.9","#AF0B0B"
"7880","14.9","#AF0B0B"
"7920","14.9","#AF0B0B"
"7960","14.9","#AF0B0B"
"8000","14.9","#AF0B0B"
"8040","14.9","#AF0B0B"
"8080","14.9","#AF0B0B"
"8120","14.9","#AF0B0B"
"8160","14.9","#AF0B0B"
"8200","14.9","#AF0B0B"
"8240","14.9","#AF0B0B"
"8280","14.9","#AF0B0B"
"8320","14.9","#AF0B0B"
"8360","14.9","#AF0B0B"
"8400","15","#AF0B0B"
"8440","14.9","#AF0B0B"
"8480","15","#AF0B0B"
"8520","15","#AF0B0B"
"8560","14.9","#AF0B0B"
"8600","14.9","#AF0B0B"
"8640","14.9","#AF0B0B"
"8680","14.9","#AF0B0B"
"8720","15.1","#AF0B0B"
"8760","15","#AF0B0B"
"8800","15","#AF0B0B"
"8840","14.9","#AF0B0B"
"8880","14.9","#AF0B0B"
"8920","14.9","#AF0B0B"
"8960","14.9","#AF0B0B"
"9000","14.9","#AF0B0B"
"9040","15","#AF0B0B"
"9080","14.9","#AF0B0B"
"9120","14.9","#AF0B0B"
"9160","14.9","#AF0B0B"
"9200","14.9","#AF0B0B"
"9240","15","#AF0B0B"
"9280","15","#AF0B0B"
"9320","15","#AF0B0B"
"9360","14.9","#AF0B0B"
"9400","14.9","#AF0B0B"
"9440","14.9","#AF0B0B"
"9480","14.9","#AF0B0B"
"9520","14.9","#AF0B0B"
"9560","14.9","#AF0B0B"
"9600","14.9","#AF0B0B"
"9640","15","#AF0B0B"
"9680","14.9","#AF0B0B"
"9720","14.9","#AF0B0B"
"9760","14.9","#AF0B0B"
"9800","14.9","#AF0B0B"
"9840","14.9","#AF0B0B"
"9880","14.9","#AF0B0B"
"9920","14.9","#AF0B0B"
"9960","14.9","#AF0B0B"
"10000","15","#AF0B0B"
"10040","15","#AF0B0B"
"10080","14.9","#AF0B0B"
"10120","14.9","#AF0B0B"
"10160","14.9","#AF0B0B"
"10200","14.9","#AF0B0B"
"10240","14.9","#AF0B0B"
"10280","15","#AF0B0B"
"10320","14.9","#AF0B0B"
"10360","15.1","#AF0B0B"
"10400","14.9","#AF0B0B"
"10440","15.2","#AF0B0B"
"10480","14.9","#AF0B0B"
"10520","14.9","#AF0B0B"
"10560","14.9","#AF0B0B"
"10600","15","#AF0B0B"
"10640","14.9","#AF0B0B"
"10680","14.9","#AF0B0B"
"10720","14.9","#AF0B0B"
"10760","14.9","#AF0B0B"
"10800","14.9","#AF0B0B"
"10840","14.9","#AF0B0B"
"10880","15","#AF0B0B"
"10920","14.9","#AF0B0B"
"10960","22.3","#076969"
"11000","69.4","#076969"
"11040","68.7","#076969"
"11080","68.9","#076969"
"11120","69.8","#076969"
"11160","68.9","#076969"
"11200","69.1","#076969"
"11240","69","#076969"
"11280","71.3","#076969"
"11320","68.8","#076969"
"11360","69.1","#076969"
"11400","69.2","#076969"
"11440","76.8","#076969"
"11480","68.6","#076969"
"11520","68.6","#076969"
"11560","68.7","#076969"
"11600","72","#076969"
"11640","69.1","#076969"
"11680","69.1","#076969"
"11720","69.1","#076969"
"11760","69.2","#076969"
"11800","69.2","#076969"
"11840","69.3","#076969"
"11880","69.3","#076969"
"11920","69","#076969"
"11960","68.9","#076969"
"12000","68.8","#076969"
"12040","68.9","#076969"
"12080","68.5","#076969"
"12120","68.6","#076969"
"12160","69","#076969"
"12200","69.5","#076969"
"12240","68.6","#076969"
"12280","68.9","#076969"
"12320","68.9","#076969"
"12360","78","#076969"
"12400","68.7","#076969"
"12440","68.6","#076969"
"12480","78.1","#076969"
"12520","68.7","#076969"
"12560","68.4","#076969"
"12600","68.6","#076969"
"12640","74.6","#076969"
"12680","68.5","#076969"
"12720","68.6","#076969"
"12760","69.1","#076969"
"12800","79.1","#076969"
"12840","68.7","#076969"
"12880","68.6","#076969"
"12920","69.1","#076969"
"12960","72.1","#076969"
"13000","68.7","#076969"
"13040","68.5","#076969"
"13080","69","#076969"
"13120","77.5","#076969"
"13160","77.4","#076969"
"13200","77.6","#076969"
"13240","77.6","#076969"
"13280","77.5","#076969"
"13320","77.3","#076969"
"13360","77.5","#076969"
"13400","77.6","#076969"
"13440","77.4","#076969"
"13480","77.4","#076969"
"13520","77.6","#076969"
"13560","77.3","#076969"
"13600","77.5","#076969"
"13640","77.5","#076969"
"13680","77.3","#076969"
"13720","77.4","#076969"
"13760","77.8","#076969"
"13800","77.6","#076969"
"13840","77.2","#076969"
"13880","77.6","#076969"
"13920","77.6","#076969"
"13960","77.5","#076969"
"14000","144.3","#076969"
"14040","70","#076969"
"14080","69.4","#076969"
"14120","69.3","#076969"
"14160","68.7","#076969"
"14200","69.2","#076969"
"14240","69","#076969"
"14280","69.3","#076969"
"14320","69","#076969"
"14360","69.6","#076969"
"14400","69.5","#076969"
"14440","69.5","#076969"
"14480","69.6","#076969"
"14520","69.3","#076969"
"14560","69.2","#076969"
"14600","69.1","#076969"
"14640","69.1","#076969"
"14680","69.4","#076969"
"14720","69.3","#076969"
"14760","69.1","#076969"
"14800","69","#076969"
"14840","69","#076969"
"14880","69.3","#076969"
"14920","69.3","#076969"
"14960","69.1","#076969"
"15000","70.2","#AF550B"
"15040","69.1","#AF550B"
"15080","69.1","#AF550B"
"15120","69.2","#AF550B"
"15160","69.4","#AF550B"
"15200","69.2","#AF550B"
"15240","69.2","#AF550B"
"15280","69.2","#AF550B"
"15320","69.2","#AF550B"
"15360","69.6","#AF550B"
"15400","69.2","#AF550B"
"15440","69.2","#AF550B"
"15480","69.2","#AF550B"
"15520","69.1","#AF550B"
"15560","69.3","#AF550B"
"15600","69.2","#AF550B"
"15640","69.1","#AF550B"
"15680","69.2","#AF550B"
"15720","69.2","#AF550B"
"15760","69","#AF550B"
"15800","69","#AF550B"
"15840","69.2","#AF550B"
"15880","69","#AF550B"
"15920","69.2","#AF550B"
"15960","69.2","#AF550B"
"16000","34.6","#AF0B0B"
"16040","15","#AF0B0B"
"16080","15","#AF0B0B"
"16120","14.9","#AF0B0B"
"16160","15","#AF0B0B"
"16200","15","#AF0B0B"
"16240","14.9","#AF0B0B"
"16280","14.9","#AF0B0B"
"16320","14.9","#AF0B0B"
"16360","15","#AF0B0B"
"16400","14.9","#AF0B0B"
"16440","14.9","#AF0B0B"
"16480","14.9","#AF0B0B"
"16520","14.9","#AF0B0B"
"16560","15","#AF0B0B"
"16600","15","#AF0B0B"
"16640","15","#AF0B0B"
"16680","14.9","#AF0B0B"
"16720","14.9","#AF0B0B"
"16760","14.9","#AF0B0B"
"16800","15","#AF0B0B"
"16840","14.9","#AF0B0B"
"16880","15","#AF0B0B"
"16920","15","#AF0B0B"
"16960","14.9","#AF0B0B"
"17000","15","#AF0B0B"
"17040","14.9","#AF0B0B"
"17080","15","#AF0B0B"
"17120","14.9","#AF0B0B"
"17160","14.9","#AF0B0B"
"17200","14.9","#AF0B0B"
"17240","14.9","#AF0B0B"
"17280","14.9","#AF0B0B"
"17320","15","#AF0B0B"
"17360","14.9","#AF0B0B"
"17400","14.7","#AF0B0B"
"17440","15","#AF0B0B"
"17480","14.9","#AF0B0B"
"17520","14.8","#AF0B0B"
"17560","14.9","#AF0B0B"
"17600","15","#AF0B0B"
"17640","14.8","#AF0B0B"
"17680","14.8","#AF0B0B"
"17720","14.9","#AF0B0B"
"17760","14.9","#AF0B0B"
"17800","14.9","#AF0B0B"
"17840","15","#AF0B0B"
"17880","14.8","#AF0B0B"
"17920","15","#AF0B0B"
"17960","14.9","#AF0B0B"
"18000","14.9","#AF0B0B"
"18040","14.9","#AF0B0B"
"18080","14.9","#AF0B0B"
"18120","15","#AF0B0B"
"18160","14.9","#AF0B0B"
"18200","14.9","#AF0B0B"
"18240","15","#AF0B0B"
"18280","14.9","#AF0B0B"
"18320","14.9","#AF0B0B"
"18360","14.9","#AF0B0B"
"18400","14.9","#AF0B0B"
"18440","14.9","#AF0B0B"
"18480","14.9","#AF0B0B"
"18520","14.9","#AF0B0B"
"18560","14.9","#AF0B0B"
"18600","14.9","#AF0B0B"
"18640","15","#AF0B0B"
"18680","14.9","#AF0B0B"
"18720","14.9","#AF0B0B"
"18760","15","#AF0B0B"
"18800","14.9","#AF0B0B"
"18840","15.7","#AF0B0B"
"18880","14.9","#AF0B0B"
"18920","14.9","#AF0B0B"
"18960","15","#AF0B0B"
"19000","14.9","#AF0B0B"
"19040","14.9","#AF0B0B"
"19080","14.9","#AF0B0B"
"19120","15.3","#AF0B0B"
"19160","15.6","#AF0B0B"
"19200","14.9","#AF0B0B"
"19240","14.9","#AF0B0B"
"19280","14.9","#AF0B0B"
"19320","14.9","#AF0B0B"
"19360","14.9","#AF0B0B"
"19400","14.9","#AF0B0B"
"19440","14.9","#AF0B0B"
"19480","14.8","#AF0B0B"
"19520","15","#AF0B0B"
"19560","14.9","#AF0B0B"
"19600","14.9","#AF0B0B"
"19640","14.9","#AF0B0B"
"19680","14.9","#AF0B0B"
"19720","14.9","#AF0B0B"
"19760","15.1","#AF0B0B"
"19800","14.9","#AF0B0B"
"19840","14.9","#AF0B0B"
"19880","15","#AF0B0B"
"19920","14.9","#AF0B0B"
"19960","14.9","#AF0B0B"
"20000","14.9","#AF0B0B"
"20040","14.9","#AF0B0B"
"20080","14.9","#AF0B0B"
"20120","15","#AF0B0B"
"20160","14.9","#AF0B0B"
"20200","14.9","#AF0B0B"
"20240","14.9","#AF0B0B"
"20280","15","#AF0B0B"
"20320","15","#AF0B0B"
"20360","14.9","#AF0B0B"
"20400","14.9","#AF0B0B"
"20440","14.9","#AF0B0B"
"20480","14.9","#AF0B0B"
"20520","14.9","#AF0B0B"
"20560","14.9","#AF0B0B"
"20600","14.9","#AF0B0B"
"20640","14.9","#AF0B0B"
"20680","15","#AF0B0B"
"20720","14.9","#AF0B0B"
"20760","14.9","#AF0B0B"
"20800","14.9","#AF0B0B"
"20840","15","#AF0B0B"
"20880","15","#AF0B0B"
"20920","14.9","#AF0B0B"
"20960","14.9","#AF0B0B"
"21000","14.9","#AF0B0B"
"21040","14.9","#AF0B0B"
"21080","14.9","#AF0B0B"
"21120","14.9","#AF0B0B"
"21160","14.9","#AF0B0B"
"21200","14.9","#AF0B0B"
"21240","14.9","#AF0B0B"
"21280","14.9","#AF0B0B"
"21320","14.9","#AF0B0B"
"21360","14.9","#AF0B0B"
"21400","14.9","#AF0B0B"
"21440","14.9","#AF0B0B"
"21480","14.9","#AF0B0B"
"21520","15","#AF0B0B"
"21560","14.9","#AF0B0B"
"21600","14.9","#AF0B0B"
"21640","14.9","#AF0B0B"
"21680","14.9","#AF0B0B"
"21720","14.9","#AF0B0B"
"21760","14.9","#AF0B0B"
"21800","14.8","#AF0B0B"
"21840","14.9","#AF0B0B"
"21880","14.8","#AF0B0B"
"21920","13.1","#AF0B0B"
"21960","14.9","#AF0B0B"
"22000","14.9","#AF0B0B"
"22040","14.9","#AF0B0B"
"22080","14.9","#AF0B0B"
"22120","14.9","#AF0B0B"
"22160","14.9","#AF0B0B"
"22200","14.9","#AF0B0B"
"22240","14.8","#AF0B0B"
"22280","14.9","#AF0B0B"
"22320","14.9","#AF0B0B"
"22360","14.9","#AF0B0B"
"22400","14.9","#AF0B0B"
"22440","15","#AF0B0B"
"22480","14.9","#AF0B0B"
"22520","14.9","#AF0B0B"
"22560","15","#AF0B0B"
"22600","14.9","#AF0B0B"
"22640","15","#AF0B0B"
"22680","14.9","#AF0B0B"
"22720","14.9","#AF0B0B"
"22760","14.9","#AF0B0B"
"22800","14.9","#AF0B0B"
"22840","14.9","#AF0B0B"
"22880","14.8","#AF0B0B"
"22920","14.9","#AF0B0B"
"22960","14.9","#AF0B0B"
"23000","14.9","#AF0B0B"
"23040","14.9","#AF0B0B"
"23080","14.9","#AF0B0B"
"23120","14.9","#AF0B0B"
"23160","14.9","#AF0B0B"
"23200","14.9","#AF0B0B"
"23240","14.9","#AF0B0B"
"23280","14.9","#AF0B0B"
"23320","14.9","#AF0B0B"
"23360","14.9","#AF0B0B"
"23400","14.9","#AF0B0B"
"23440","14.8","#AF0B0B"
"23480","14.9","#AF0B0B"
"23520","14.9","#AF0B0B"
"23560","14.9","#AF0B0B"
"23600","14.9","#AF0B0B"
"23640","14.9","#AF0B0B"
"23680","14.9","#AF0B0B"
"23720","14.9","#AF0B0B"
"23760","14.9","#AF0B0B"
"23800","14.9","#AF0B0B"
"23840","14.9","#AF0B0B"
"23880","14.9","#AF0B0B"
"23920","14.9","#AF0B0B"
"23960","14.9","#AF0B0B"
"24000","14.9","#AF0B0B"
"24040","14.9","#AF0B0B"
"24080","14.9","#AF0B0B"
"24120","15","#AF0B0B"
"24160","14.9","#AF0B0B"
"24200","14.9","#AF0B0B"
"24240","14.9","#AF0B0B"
"24280","14.9","#AF0B0B"
"24320","14.8","#AF0B0B"
"24360","14.9","#AF0B0B"
"24400","14.9","#AF0B0B"
"24440","14.9","#AF0B0B"
"24480","14.9","#AF0B0B"
"24520","14.9","#AF0B0B"
"24560","14.9","#AF0B0B"
"24600","15","#AF0B0B"
"24640","14.9","#AF0B0B"
"24680","14.9","#AF0B0B"
"24720","14.9","#AF0B0B"
"24760","14.9","#AF0B0B"
"24800","14.9","#AF0B0B"
"24840","14.8","#AF0B0B"
"24880","14.3","#AF0B0B"
"24920","14.9","#AF0B0B"
"24960","14.9","#AF0B0B"
"25000","14.9","#AF0B0B"
"25040","14.9","#AF0B0B"
"25080","14.9","#AF0B0B"
"25120","14.9","#AF0B0B"
"25160","14.9","#AF0B0B"
"25200","14.9","#AF0B0B"
"25240","15","#AF0B0B"
"25280","14.9","#AF0B0B"
"25320","14.8","#AF0B0B"
"25360","14.9","#AF0B0B"
"25400","15","#AF0B0B"
"25440","14.9","#AF0B0B"
"25480","14.9","#AF0B0B"
"25520","14.8","#AF0B0B"
"25560","15","#AF0B0B"
"25600","14.8","#AF0B0B"
"25640","14.9","#AF0B0B"
"25680","14.9","#AF0B0B"
"25720","15","#AF0B0B"
"25760","14.9","#AF0B0B"
"25800","15","#AF0B0B"
"25840","14.9","#AF0B0B"
"25880","14.9","#AF0B0B"
"25920","14.9","#AF0B0B"
"25960","14.9","#AF0B0B"
"26000","63.5","#076969"
"26040","69","#076969"
"26080","69.3","#076969"
"26120","69.3","#076969"
"26160","70.8","#076969"
"26200","68.7","#076969"
"26240","68.9","#076969"
"26280","72.2","#076969"
"26320","68.9","#076969"
"26360","68.9","#076969"
"26400","69.2","#076969"
"26440","84.3","#076969"
"26480","68.8","#076969"
"26520","69","#076969"
"26560","69.2","#076969"
"26600","71.6","#076969"
"26640","69.6","#076969"
"26680","69.4","#076969"
"26720","69.2","#076969"
"26760","69.1","#076969"
"26800","69","#076969"
"26840","69.1","#076969"
"26880","68.6","#076969"
"26920","68.9","#076969"
"26960","68.5","#076969"
"27000","68.7","#076969"
"27040","69.6","#076969"
"27080","68.7","#076969"
"27120","68.5","#076969"
"27160","68.8","#076969"
"27200","70","#076969"
"27240","68.9","#076969"
"27280","68.8","#076969"
"27320","68.4","#076969"
"27360","78.3","#076969"
"27400","68.6","#076969"
"27440","68.7","#076969"
"27480","68.4","#076969"
"27520","76.4","#076969"
"27560","68.5","#076969"
"27600","68.7","#076969"
"27640","77.6","#076969"
"27680","68.8","#076969"
"27720","68.6","#076969"
"27760","68.7","#076969"
"27800","70.1","#076969"
"27840","68.7","#076969"
"27880","68.8","#076969"
"27920","68.9","#076969"
"27960","68.9","#076969"
"28000","68.7","#076969"
"28040","69","#076969"
"28080","69","#076969"
"28120","74.7","#076969"
"28160","77.1","#076969"
"28200","76.9","#076969"
"28240","77.1","#076969"
"28280","76.8","#076969"
"28320","76.9","#076969"
"28360","76.6","#076969"
"28400","77.2","#076969"
"28440","77.2","#076969"
"28480","76.7","#076969"
"28520","77.4","#076969"
"28560","77.5","#076969"
"28600","77.2","#076969"
"28640","77.6","#076969"
"28680","77.4","#076969"
"28720","77.5","#076969"
"28760","77.5","#076969"
"28800","77.1","#076969"
"28840","77.5","#076969"
"28880","77.4","#076969"
"28920","77.1","#076969"
"28960","77.5","#076969"
"29000","105.3","#076969"
"29040","92.7","#076969"
"29080","69","#076969"
"29120","68.7","#076969"
"29160","68.8","#076969"
"29200","68.7","#076969"
"29240","69","#076969"
"29280","68.7","#076969"
"29320","68.9","#076969"
"29360","68.9","#076969"
"29400","68.8","#076969"
"29440","68.6","#076969"
"29480","69.1","#076969"
"29520","68.9","#076969"
"29560","68.7","#076969"
"29600","68.9","#076969"
"29640","68.6","#076969"
"29680","68.6","#076969"
"29720","68.8","#076969"
"29760","68.5","#076969"
"29800","69.1","#076969"
"29840","68.9","#076969"
"29880","68.7","#076969"
"29920","68.7","#076969"
"29960","68.9","#076969"
"30000","69.7","#AF550B"
"30040","68.7","#AF550B"
"30080","69","#AF550B"
"30120","68.7","#AF550B"
"30160","68.6","#AF550B"
"30200","68.9","#AF550B"
"30240","68.9","#AF550B"
"30280","68.9","#AF550B"
"30320","68.7","#AF550B"
"30360","69","#AF550B"
"30400","69","#AF550B"
"30440","68.8","#AF550B"
"30480","68.8","#AF550B"
"30520","68.9","#AF550B"
"30560","68.8","#AF550B"
"30600","69","#AF550B"
"30640","69","#AF550B"
"30680","69.1","#AF550B"
"30720","68.8","#AF550B"
"30760","69.1","#AF550B"
"30800","69","#AF550B"
"30840","69","#AF550B"
"30880","68.9","#AF550B"
"30920","68.9","#AF550B"
"30960","68.9","#AF550B"
"31000","61","#AF0B0B"
"31040","15","#AF0B0B"
"31080","15","#AF0B0B"
"31120","15","#AF0B0B"
"31160","15","#AF0B0B"
"31200","15","#AF0B0B"
"31240","14.9","#AF0B0B"
"31280","14.9","#AF0B0B"
"31320","14.9","#AF0B0B"
"31360","15","#AF0B0B"
"31400","14.9","#AF0B0B"
"31440","14.9","#AF0B0B"
"31480","15","#AF0B0B"
"31520","14.9","#AF0B0B"
"31560","15","#AF0B0B"
"31600","15","#AF0B0B"
"31640","15","#AF0B0B"
"31680","14.9","#AF0B0B"
"31720","15","#AF0B0B"
"31760","15","#AF0B0B"
"31800","14.9","#AF0B0B"
"31840","14.9","#AF0B0B"
"31880","14.9","#AF0B0B"
"31920","14.9","#AF0B0B"
"31960","15","#AF0B0B"
"32000","14.9","#AF0B0B"
"32040","14.9","#AF0B0B"
"32080","14.9","#AF0B0B"
"32120","14.9","#AF0B0B"
"32160","14.9","#AF0B0B"
"32200","15","#AF0B0B"
"32240","14.9","#AF0B0B"
"32280","15","#AF0B0B"
"32320","14.9","#AF0B0B"
"32360","14.9","#AF0B0B"
"32400","14.9","#AF0B0B"
"32440","14.9","#AF0B0B"
"32480","14.9","#AF0B0B"
"32520","14.9","#AF0B0B"
"32560","14.9","#AF0B0B"
"32600","14.9","#AF0B0B"
"32640","15","#AF0B0B"
"32680","15","#AF0B0B"
"32720","14.9","#AF0B0B"
"32760","14.9","#AF0B0B"
"32800","14.9","#AF0B0B"
"32840","14.9","#AF0B0B"
"32880","14.8","#AF0B0B"
"32920","14.9","#AF0B0B"
"32960","15","#AF0B0B"
"33000","15","#AF0B0B"
"33040","14.9","#AF0B0B"
"33080","14.9","#AF0B0B"
"33120","14.8","#AF0B0B"
"33160","14.9","#AF0B0B"
"33200","14.9","#AF0B0B"
"33240","14.9","#AF0B0B"
"33280","14.9","#AF0B0B"
"33320","14.9","#AF0B0B"
"33360","14.9","#AF0B0B"
"33400","14.9","#AF0B0B"
"33440","14.9","#AF0B0B"
"33480","14.9","#AF0B0B"
"33520","14.9","#AF0B0B"
"33560","14.9","#AF0B0B"
"33600","14.9","#AF0B0B"
"33640","14.9","#AF0B0B"
"33680","14.9","#AF0B0B"
"33720","14.9","#AF0B0B"
"33760","14.9","#AF0B0B"
"33800","14.9","#AF0B0B"
"33840","14.9","#AF0B0B"
"33880","14.9","#AF0B0B"
"33920","15","#AF0B0B"
"33960","14.9","#AF0B0B"
"34000","15","#AF0B0B"
"34040","14.9","#AF0B0B"
"34080","15","#AF0B0B"
"34120","14.9","#AF0B0B"
"34160","14.9","#AF0B0B"
"34200","14.9","#AF0B0B"
"34240","14.9","#AF0B0B"
"34280","14.9","#AF0B0B"
"34320","14.8","#AF0B0B"
"34360","14.9","#AF0B0B"
"34400","15","#AF0B0B"
"34440","14.9","#AF0B0B"
"34480","14.9","#AF0B0B"
"34520","14.9","#AF0B0B"
"34560","14.9","#AF0B0B"
"34600","14.9","#AF0B0B"
"34640","14.8","#AF0B0B"
"34680","14.9","#AF0B0B"
"34720","14.9","#AF0B0B"
"34760","14.8","#AF0B0B"
"34800","14.9","#AF0B0B"
"34840","14.9","#AF0B0B"
"34880","14.9","#AF0B0B"
"34920","14.9","#AF0B0B"
"34960","14.9","#AF0B0B"
"35000","14.9","#AF0B0B"
"35040","14.8","#AF0B0B"
"35080","14.9","#AF0B0B"
"35120","14.8","#AF0B0B"
"35160","14.9","#AF0B0B"
"35200","14.9","#AF0B0B"
"35240","15","#AF0B0B"
"35280","14.9","#AF0B0B"
"35320","14.9","#AF0B0B"
"35360","14.9","#AF0B0B"
"35400","14.9","#AF0B0B"
"35440","14.9","#AF0B0B"
"35480","15","#AF0B0B"
"35520","14.9","#AF0B0B"
"35560","14.9","#AF0B0B"
"35600","14.9","#AF0B0B"
"35640","15","#AF0B0B"
"35680","14.8","#AF0B0B"
"35720","14.9","#AF0B0B"
