"count","pow","lineColor"
"32760","48","#AF0B0B"
"32800","48","#AF0B0B"
"32840","48","#AF0B0B"
"32880","47.7","#AF0B0B"
"32920","48","#AF0B0B"
"32960","48.3","#AF0B0B"
"33000","48.4","#AF0B0B"
"33040","48","#AF0B0B"
"33080","48","#AF0B0B"
"33120","47.7","#AF0B0B"
"33160","48","#AF0B0B"
"33200","48","#AF0B0B"
"33240","48","#AF0B0B"
"33280","48","#AF0B0B"
"33320","48","#AF0B0B"
"33360","48","#AF0B0B"
"33400","48","#AF0B0B"
"33440","48","#AF0B0B"
"33480","48","#AF0B0B"
"33520","48","#AF0B0B"
"33560","48","#AF0B0B"
"33600","48","#AF0B0B"
"33640","48","#AF0B0B"
"33680","48","#AF0B0B"
"33720","48","#AF0B0B"
"33760","48","#AF0B0B"
"33800","48","#AF0B0B"
"33840","48","#AF0B0B"
"33880","48","#AF0B0B"
"33920","48.3","#AF0B0B"
"33960","48","#AF0B0B"
"34000","48.3","#AF0B0B"
"34040","48","#AF0B0B"
"34080","48.3","#AF0B0B"
"34120","48","#AF0B0B"
"34160","48","#AF0B0B"
"34200","48","#AF0B0B"
"34240","48","#AF0B0B"
"34280","48","#AF0B0B"
"34320","47.7","#AF0B0B"
"34360","48","#AF0B0B"
"34400","48.3","#AF0B0B"
"34440","48","#AF0B0B"
"34480","48","#AF0B0B"
"34520","48","#AF0B0B"
"34560","48","#AF0B0B"
"34600","48","#AF0B0B"
"34640","47.7","#AF0B0B"
"34680","48","#AF0B0B"
"34720","48","#AF0B0B"
"34760","47.7","#AF0B0B"
"34800","48","#AF0B0B"
"34840","48","#AF0B0B"
"34880","48","#AF0B0B"
"34920","48","#AF0B0B"
"34960","48","#AF0B0B"
"35000","48","#AF0B0B"
"35040","47.7","#AF0B0B"
"35080","48","#AF0B0B"
"35120","47.7","#AF0B0B"
"35160","48","#AF0B0B"
"35200","48","#AF0B0B"
"35240","48.3","#AF0B0B"
"35280","48","#AF0B0B"
"35320","48","#AF0B0B"
"35360","48","#AF0B0B"
"35400","48","#AF0B0B"
"35440","48","#AF0B0B"
"35480","48.3","#AF0B0B"
"35520","48","#AF0B0B"
"35560","48","#AF0B0B"
"35600","48","#AF0B0B"
"35640","48.3","#AF0B0B"
"35680","47.7","#AF0B0B"
"35720","48","#AF0B0B"
"35760","48.3","#AF0B0B"
"35800","48","#AF0B0B"
"35840","48","#AF0B0B"
"35880","48","#AF0B0B"
"35920","48","#AF0B0B"
"35960","47.7","#AF0B0B"
"36000","48","#AF0B0B"
"36040","48","#AF0B0B"
"36080","48","#AF0B0B"
"36120","48","#AF0B0B"
"36160","48","#AF0B0B"
"36200","48","#AF0B0B"
"36240","48","#AF0B0B"
"36280","47.7","#AF0B0B"
"36320","48","#AF0B0B"
"36360","48","#AF0B0B"
"36400","48","#AF0B0B"
"36440","48","#AF0B0B"
"36480","48.3","#AF0B0B"
"36520","48","#AF0B0B"
"36560","48","#AF0B0B"
"36600","48","#AF0B0B"
"36640","48","#AF0B0B"
