"count","volt","lineColor"
"3850","3191","#076969"
"3900","3192","#076969"
"3950","3191","#076969"
"4000","3191","#076969"
"4050","3191","#076969"
"4100","3191","#076969"
"4150","3191","#076969"
"4200","3191","#076969"
"4250","3191","#076969"
"4300","3191","#076969"
"4350","3191","#076969"
"4400","3191","#076969"
"4450","3191","#076969"
"4500","3191","#076969"
"4550","3191","#076969"
"4600","3191","#076969"
"4650","3191","#076969"
"4700","3190","#076969"
"4750","3191","#076969"
"4800","3191","#076969"
"4850","3191","#076969"
"4900","3192","#076969"
"4950","3191","#076969"
"5000","3191","#076969"
"5050","3191","#076969"
"5100","3191","#076969"
"5150","3191","#076969"
"5200","3191","#076969"
"5250","3191","#076969"
"5300","3191","#076969"
"5350","3191","#076969"
"5400","3192","#076969"
"5450","3191","#076969"
"5500","3191","#076969"
"5550","3191","#076969"
"5600","3191","#076969"
"5650","3191","#076969"
"5700","3191","#076969"
"5750","3191","#076969"
"5800","3191","#076969"
"5850","3191","#076969"
"5900","3191","#076969"
"5950","3191","#076969"
"6000","3191","#076969"
"6050","3191","#076969"
"6100","3191","#076969"
"6150","3191","#076969"
"6200","3191","#076969"
"6250","3191","#076969"
"6300","3185","#076969"
"6350","3191","#076969"
"6400","3191","#076969"
"6450","3191","#076969"
"6500","3191","#076969"
"6550","3191","#076969"
"6600","3191","#076969"
"6650","3191","#076969"
"6700","3190","#076969"
"6750","3192","#076969"
"6800","3191","#076969"
"6850","3190","#076969"
"6900","3190","#076969"
"6950","3191","#076969"
"7000","3191","#076969"
"7050","3192","#076969"
"7100","3191","#076969"
"7150","3191","#076969"
"7200","3191","#076969"
"7250","3191","#076969"
"7300","3191","#076969"
"7350","3191","#076969"
"7400","3191","#076969"
"7450","3191","#076969"
"7500","3191","#076969"
"7550","3191","#076969"
"7600","3191","#076969"
"7650","3190","#076969"
"7700","3191","#076969"
"7750","3190","#076969"
"7800","3191","#076969"
"7850","3191","#076969"
"7900","3191","#076969"
"7950","3191","#076969"
"8000","3191","#076969"
"8050","3191","#076969"
"8100","3191","#076969"
"8150","3191","#076969"
"8200","3191","#076969"
"8250","3191","#076969"
"8300","3191","#076969"
"8350","3191","#076969"
"8400","3191","#076969"
"8450","3190","#076969"
"8500","3191","#076969"
"8550","3191","#076969"
"8600","3191","#076969"
"8650","3191","#076969"
"8700","3191","#076969"
"8750","3191","#076969"
"8800","3191","#076969"
"8850","3191","#076969"
"8900","3191","#076969"
"8950","3191","#076969"
"9000","3191","#076969"
"9050","3191","#076969"
"9100","3191","#076969"
"9150","3191","#076969"
"9200","3191","#076969"
"9250","3191","#076969"
"9300","3191","#076969"
"9350","3191","#076969"
"9400","3190","#076969"
"9450","3191","#076969"
"9500","3191","#076969"
"9550","3191","#076969"
"9600","3191","#076969"
"9650","3191","#076969"
"9700","3192","#076969"
"9750","3191","#076969"
"9800","3191","#076969"
"9850","3191","#076969"
"9900","3191","#076969"
"9950","3191","#076969"
"10000","3191","#076969"
"10050","3191","#076969"
"10100","3191","#076969"
"10150","3191","#076969"
"10200","3190","#076969"
"10250","3191","#076969"
"10300","3191","#076969"
"10350","3190","#076969"
"10400","3189","#076969"
"10450","3191","#076969"
"10500","3191","#076969"
"10550","3191","#076969"
"10600","3191","#076969"
"10650","3191","#076969"
"10700","3191","#076969"
"10750","3191","#076969"
"10800","3190","#076969"
"10850","3189","#076969"
"10900","3190","#076969"
"10950","3191","#076969"
"11000","3191","#076969"
"11050","3191","#076969"
"11100","3190","#076969"
"11150","3191","#076969"
"11200","3191","#076969"
"11250","3191","#076969"
"11300","3109","#AF550B"
"11350","3048","#AF550B"
"11400","3048","#AF550B"
"11450","3048","#AF550B"
"11500","3049","#AF550B"
"11550","3050","#AF550B"
"11600","3046","#AF550B"
"11650","3051","#AF550B"
"11700","3047","#AF550B"
"11750","3050","#AF550B"
"11800","3047","#AF550B"
"11850","3049","#AF550B"
"11900","3048","#AF550B"
"11950","3063","#AF550B"
"12000","3067","#AF550B"
"12050","3067","#AF550B"
"12100","3049","#AF550B"
"12150","3067","#AF550B"
"12200","3069","#AF550B"
"12250","3044","#AF550B"
"12300","3067","#AF550B"
"12350","3068","#AF550B"
"12400","3066","#AF550B"
"12450","3068","#AF550B"
"12500","3068","#AF550B"
"12550","3069","#AF550B"
"12600","3067","#AF550B"
"12650","3067","#AF550B"
"12700","3067","#AF550B"
"12750","3067","#AF550B"
"12800","3066","#AF550B"
"12850","3070","#AF550B"
"12900","3071","#AF550B"
"12950","3068","#AF550B"
"13000","3068","#AF550B"
"13050","3069","#AF550B"
"13100","3069","#AF550B"
"13150","3068","#AF550B"
"13200","3071","#AF550B"
"13250","3069","#AF550B"
"13300","3066","#AF550B"
"13350","3067","#AF550B"
"13400","3069","#AF550B"
"13450","3066","#AF550B"
"13500","3067","#AF550B"
"13550","3067","#AF550B"
"13600","3064","#AF550B"
"13650","3068","#AF550B"
"13700","3068","#AF550B"
"13750","3066","#AF550B"
"13800","3067","#AF550B"
"13850","3067","#AF550B"
"13900","3065","#AF550B"
"13950","3070","#AF550B"
"14000","3072","#AF550B"
"14050","3056","#AF550B"
"14100","3050","#AF550B"
"14150","3051","#AF550B"
"14200","3051","#AF550B"
"14250","3051","#AF550B"
"14300","3051","#AF550B"
"14350","3051","#AF550B"
"14400","3050","#AF550B"
"14450","3051","#AF550B"
"14500","3051","#AF550B"
"14550","3052","#AF550B"
"14600","3051","#AF550B"
"14650","3050","#AF550B"
"14700","3051","#AF550B"
"14750","3051","#AF550B"
"14800","3051","#AF550B"
"14850","3051","#AF550B"
"14900","3051","#AF550B"
"14950","3051","#AF550B"
"15000","3047","#AF550B"
"15050","3051","#AF550B"
"15100","3037","#AF550B"
"15150","3068","#AF550B"
"15200","3010","#098C09"
"15250","3056","#098C09"
"15300","3058","#098C09"
"15350","3020","#098C09"
"15400","3032","#098C09"
"15450","3047","#098C09"
"15500","3060","#098C09"
"15550","3058","#098C09"
"15600","3033","#098C09"
"15650","3064","#098C09"
"15700","3052","#098C09"
"15750","3065","#098C09"
"15800","3059","#098C09"
"15850","3056","#098C09"
"15900","3048","#098C09"
"15950","3050","#098C09"
"16000","3060","#098C09"
"16050","3051","#098C09"
"16100","3047","#098C09"
"16150","3047","#098C09"
"16200","3056","#AF0B0B"
"16250","3048","#AF0B0B"
"16300","3048","#AF0B0B"
"16350","3049","#AF0B0B"
"16400","3050","#AF0B0B"
"16450","3047","#AF0B0B"
"16500","3050","#076969"
"16550","3189","#076969"
"16600","3190","#076969"
"16650","3191","#076969"
"16700","3191","#076969"
"16750","3190","#076969"
"16800","3191","#076969"
"16850","3191","#076969"
"16900","3191","#076969"
"16950","3188","#076969"
"17000","3191","#076969"
"17050","3191","#076969"
"17100","3191","#076969"
"17150","3191","#076969"
"17200","3191","#076969"
"17250","3191","#076969"
"17300","3191","#076969"
"17350","3191","#076969"
"17400","3191","#076969"
"17450","3190","#076969"
"17500","3191","#076969"
"17550","3191","#076969"
"17600","3191","#076969"
"17650","3190","#076969"
"17700","3191","#076969"
"17750","3191","#076969"
"17800","3190","#076969"
"17850","3190","#076969"
"17900","3191","#076969"
"17950","3191","#076969"
"18000","3191","#076969"
"18050","3191","#076969"
"18100","3190","#076969"
"18150","3191","#076969"
"18200","3191","#076969"
"18250","3190","#076969"
"18300","3191","#076969"
"18350","3191","#076969"
"18400","3191","#076969"
"18450","3190","#076969"
"18500","3191","#076969"
"18550","3190","#076969"
"18600","3190","#076969"
"18650","3191","#076969"
"18700","3191","#076969"
"18750","3191","#076969"
"18800","3191","#076969"
"18850","3191","#076969"
"18900","3191","#076969"
"18950","3191","#076969"
"19000","3191","#076969"
"19050","3191","#076969"
"19100","3191","#076969"
"19150","3190","#076969"
"19200","3191","#076969"
"19250","3191","#076969"
"19300","3191","#076969"
"19350","3191","#076969"
"19400","3191","#076969"
"19450","3191","#076969"
"19500","3191","#076969"
"19550","3191","#076969"
"19600","3191","#076969"
"19650","3191","#076969"
"19700","3191","#076969"
"19750","3191","#076969"
"19800","3191","#076969"
"19850","3190","#076969"
"19900","3191","#076969"
"19950","3191","#076969"
"20000","3191","#076969"
"20050","3191","#076969"
"20100","3191","#076969"
"20150","3191","#076969"
"20200","3191","#076969"
"20250","3191","#076969"
"20300","3190","#076969"
"20350","3191","#076969"
"20400","3191","#076969"
"20450","3191","#076969"
"20500","3191","#076969"
"20550","3191","#076969"
"20600","3191","#076969"
"20650","3191","#076969"
"20700","3191","#076969"
"20750","3191","#076969"
"20800","3191","#076969"
"20850","3191","#076969"
"20900","3191","#076969"
"20950","3191","#076969"
"21000","3191","#076969"
"21050","3191","#076969"
"21100","3191","#076969"
"21150","3191","#076969"
"21200","3191","#076969"
"21250","3191","#076969"
"21300","3191","#076969"
"21350","3190","#076969"
"21400","3191","#076969"
"21450","3191","#076969"
"21500","3191","#076969"
"21550","3191","#076969"
"21600","3191","#076969"
"21650","3190","#076969"
"21700","3191","#076969"
"21750","3190","#076969"
"21800","3190","#076969"
"21850","3191","#076969"
"21900","3191","#076969"
"21950","3191","#076969"
"22000","3190","#076969"
"22050","3191","#076969"
"22100","3191","#076969"
"22150","3190","#076969"
"22200","3191","#076969"
"22250","3190","#076969"
"22300","3190","#076969"
"22350","3190","#076969"
"22400","3191","#076969"
"22450","3190","#076969"
"22500","3191","#076969"
"22550","3191","#076969"
"22600","3190","#076969"
"22650","3191","#076969"
"22700","3190","#076969"
"22750","3191","#076969"
"22800","3190","#076969"
"22850","3191","#076969"
"22900","3191","#076969"
"22950","3191","#076969"
"23000","3191","#076969"
"23050","3191","#076969"
"23100","3190","#076969"
"23150","3191","#076969"
"23200","3191","#076969"
"23250","3191","#076969"
"23300","3191","#076969"
"23350","3191","#076969"
"23400","3191","#076969"
"23450","3190","#076969"
"23500","3191","#076969"
"23550","3192","#076969"
"23600","3191","#076969"
"23650","3190","#076969"
"23700","3190","#076969"
"23750","3191","#076969"
"23800","3191","#076969"
"23850","3191","#076969"
"23900","3191","#076969"
"23950","3191","#076969"
"24000","3191","#076969"
"24050","3191","#076969"
"24100","3191","#076969"
"24150","3190","#076969"
"24200","3190","#076969"
"24250","3191","#076969"
"24300","3191","#076969"
"24350","3191","#076969"
"24400","3191","#076969"
"24450","3190","#076969"
"24500","3191","#076969"
"24550","3189","#076969"
"24600","3190","#076969"
"24650","3191","#076969"
"24700","3190","#076969"
"24750","3191","#076969"
"24800","3191","#076969"
"24850","3191","#076969"
"24900","3191","#076969"
"24950","3191","#076969"
"25000","3190","#076969"
"25050","3191","#076969"
"25100","3190","#076969"
"25150","3191","#076969"
"25200","3191","#076969"
"25250","3191","#076969"
"25300","3191","#076969"
"25350","3191","#076969"
"25400","3191","#076969"
"25450","3191","#076969"
"25500","3190","#076969"
"25550","3191","#076969"
"25600","3191","#076969"
"25650","3191","#076969"
"25700","3189","#076969"
"25750","3189","#076969"
"25800","3191","#076969"
"25850","3191","#076969"
"25900","3191","#076969"
"25950","3191","#076969"
"26000","3190","#076969"
"26050","3191","#076969"
"26100","3191","#076969"
"26150","3191","#076969"
"26200","3192","#076969"
"26250","3191","#076969"
"26300","3191","#076969"
"26350","3191","#076969"
"26400","3190","#076969"
"26450","3190","#076969"
"26500","3187","#AF550B"
"26550","3049","#AF550B"
"26600","3050","#AF550B"
"26650","3050","#AF550B"
"26700","3051","#AF550B"
"26750","3046","#AF550B"
"26800","3049","#AF550B"
"26850","3049","#AF550B"
"26900","3047","#AF550B"
"26950","3048","#AF550B"
"27000","3049","#AF550B"
"27050","3049","#AF550B"
"27100","3049","#AF550B"
"27150","3053","#AF550B"
"27200","3068","#AF550B"
"27250","3071","#AF550B"
"27300","3069","#AF550B"
"27350","3069","#AF550B"
"27400","3070","#AF550B"
"27450","3068","#AF550B"
"27500","3068","#AF550B"
"27550","3067","#AF550B"
"27600","3064","#AF550B"
"27650","3067","#AF550B"
"27700","3067","#AF550B"
"27750","3068","#AF550B"
"27800","3068","#AF550B"
"27850","3070","#AF550B"
"27900","3068","#AF550B"
"27950","3069","#AF550B"
"28000","3068","#AF550B"
"28050","3069","#AF550B"
"28100","3071","#AF550B"
"28150","3070","#AF550B"
"28200","3067","#AF550B"
"28250","3069","#AF550B"
"28300","3067","#AF550B"
"28350","3063","#AF550B"
"28400","3067","#AF550B"
"28450","3067","#AF550B"
"28500","3059","#AF550B"
"28550","3067","#AF550B"
"28600","3068","#AF550B"
"28650","3049","#AF550B"
"28700","3069","#AF550B"
"28750","3067","#AF550B"
"28800","3043","#AF550B"
"28850","3069","#AF550B"
"28900","3067","#AF550B"
"28950","3048","#AF550B"
"29000","3067","#AF550B"
"29050","3067","#AF550B"
"29100","3067","#AF550B"
"29150","3067","#AF550B"
"29200","3067","#AF550B"
"29250","3067","#AF550B"
"29300","3050","#AF550B"
"29350","3051","#AF550B"
"29400","3052","#AF550B"
"29450","3050","#AF550B"
"29500","3052","#AF550B"
"29550","3050","#AF550B"
"29600","3051","#AF550B"
"29650","3050","#AF550B"
"29700","3051","#AF550B"
"29750","3049","#AF550B"
"29800","3051","#AF550B"
"29850","3050","#AF550B"
"29900","3050","#AF550B"
"29950","3050","#AF550B"
"30000","3051","#AF550B"
"30050","3051","#AF550B"
"30100","3050","#AF550B"
"30150","3049","#AF550B"
"30200","3048","#AF550B"
"30250","3049","#AF550B"
"30300","3047","#AF550B"
"30350","3067","#AF550B"
"30400","3036","#098C09"
"30450","3041","#098C09"
"30500","3056","#098C09"
"30550","3029","#098C09"
"30600","3050","#098C09"
"30650","3064","#098C09"
"30700","3031","#098C09"
"30750","2970","#098C09"
"30800","3056","#098C09"
"30850","3049","#098C09"
"30900","3043","#098C09"
"30950","3054","#098C09"
"31000","3063","#098C09"
"31050","3050","#098C09"
"31100","3058","#098C09"
"31150","3055","#098C09"
"31200","3047","#098C09"
"31250","3062","#098C09"
"31300","3060","#098C09"
"31350","3053","#098C09"
"31400","3045","#AF0B0B"
"31450","3049","#AF0B0B"
"31500","3049","#AF0B0B"
"31550","3045","#AF0B0B"
"31600","3050","#AF0B0B"
"31650","3048","#AF0B0B"
"31700","3047","#AF0B0B"
"31750","3123","#076969"
"31800","3190","#076969"
"31850","3190","#076969"
"31900","3191","#076969"
"31950","3191","#076969"
"32000","3190","#076969"
"32050","3191","#076969"
"32100","3191","#076969"
"32150","3191","#076969"
"32200","3191","#076969"
"32250","3190","#076969"
"32300","3191","#076969"
"32350","3191","#076969"
"32400","3190","#076969"
"32450","3191","#076969"
"32500","3191","#076969"
"32550","3190","#076969"
"32600","3191","#076969"
"32650","3190","#076969"
"32700","3191","#076969"
"32750","3191","#076969"
"32800","3191","#076969"
"32850","3191","#076969"
"32900","3191","#076969"
"32950","3190","#076969"
"33000","3191","#076969"
"33050","3191","#076969"
"33100","3191","#076969"
"33150","3190","#076969"
"33200","3191","#076969"
"33250","3191","#076969"
"33300","3190","#076969"
"33350","3191","#076969"
"33400","3190","#076969"
"33450","3189","#076969"
"33500","3191","#076969"
"33550","3191","#076969"
"33600","3191","#076969"
"33650","3191","#076969"
"33700","3191","#076969"
"33750","3190","#076969"
"33800","3189","#076969"
"33850","3191","#076969"
"33900","3191","#076969"
"33950","3191","#076969"
"34000","3190","#076969"
"34050","3190","#076969"
"34100","3190","#076969"
"34150","3191","#076969"
"34200","3188","#076969"
"34250","3191","#076969"
"34300","3191","#076969"
"34350","3190","#076969"
"34400","3190","#076969"
"34450","3191","#076969"
"34500","3191","#076969"
"34550","3191","#076969"
"34600","3191","#076969"
"34650","3191","#076969"
"34700","3191","#076969"
"34750","3191","#076969"
"34800","3191","#076969"
"34850","3191","#076969"
"34900","3191","#076969"
"34950","3191","#076969"
"35000","3189","#076969"
"35050","3191","#076969"
"35100","3187","#076969"
"35150","3191","#076969"
"35200","3191","#076969"
"35250","3191","#076969"
"35300","3190","#076969"
"35350","3191","#076969"
"35400","3191","#076969"
"35450","3191","#076969"
"35500","3190","#076969"
"35550","3191","#076969"
"35600","3191","#076969"
"35650","3191","#076969"
"35700","3189","#076969"
"35750","3190","#076969"
"35800","3189","#076969"
"35850","3189","#076969"
"35900","3191","#076969"
"35950","3190","#076969"
"36000","3190","#076969"
"36050","3190","#076969"
"36100","3190","#076969"
"36150","3191","#076969"
"36200","3190","#076969"
"36250","3190","#076969"
"36300","3190","#076969"
"36350","3191","#076969"
"36400","3189","#076969"
"36450","3191","#076969"
"36500","3190","#076969"
"36550","3191","#076969"
"36600","3189","#076969"
"36650","3190","#076969"
"36700","3190","#076969"
"36750","3189","#076969"
"36800","3189","#076969"
"36850","3190","#076969"
"36900","3188","#076969"
"36950","3191","#076969"
"37000","3190","#076969"
"37050","3191","#076969"
"37100","3188","#076969"
"37150","3190","#076969"
"37200","3189","#076969"
"37250","3190","#076969"
"37300","3190","#076969"
"37350","3190","#076969"
"37400","3189","#076969"
"37450","3191","#076969"
"37500","3190","#076969"
"37550","3191","#076969"
"37600","3190","#076969"
"37650","3190","#076969"
"37700","3190","#076969"
"37750","3189","#076969"
"37800","3189","#076969"
"37850","3189","#076969"
"37900","3191","#076969"
"37950","3190","#076969"
"38000","3189","#076969"
"38050","3190","#076969"
"38100","3191","#076969"
"38150","3190","#076969"
"38200","3191","#076969"
"38250","3189","#076969"
"38300","3190","#076969"
"38350","3190","#076969"
"38400","3190","#076969"
"38450","3191","#076969"
"38500","3191","#076969"
"38550","3190","#076969"
"38600","3189","#076969"
"38650","3189","#076969"
"38700","3191","#076969"
"38750","3191","#076969"
"38800","3191","#076969"
"38850","3190","#076969"
"38900","3190","#076969"
"38950","3191","#076969"
"39000","3190","#076969"
"39050","3191","#076969"
"39100","3190","#076969"
"39150","3190","#076969"
"39200","3189","#076969"
"39250","3190","#076969"
"39300","3191","#076969"
"39350","3191","#076969"
"39400","3191","#076969"
"39450","3189","#076969"
"39500","3190","#076969"
"39550","3190","#076969"
"39600","3190","#076969"
"39650","3191","#076969"
"39700","3190","#076969"
"39750","3190","#076969"
"39800","3190","#076969"
"39850","3191","#076969"
"39900","3189","#076969"
"39950","3190","#076969"
"40000","3190","#076969"
"40050","3191","#076969"
"40100","3191","#076969"
"40150","3191","#076969"
"40200","3190","#076969"
"40250","3189","#076969"
"40300","3190","#076969"
"40350","3191","#076969"
"40400","3191","#076969"
"40450","3190","#076969"
"40500","3190","#076969"
"40550","3189","#076969"
"40600","3191","#076969"
"40650","3191","#076969"
"40700","3191","#076969"
"40750","3189","#076969"
"40800","3190","#076969"
"40850","3190","#076969"
"40900","3191","#076969"
"40950","3191","#076969"
"41000","3189","#076969"
"41050","3190","#076969"
"41100","3191","#076969"
"41150","3191","#076969"
"41200","3190","#076969"
"41250","3190","#076969"
"41300","3189","#076969"
"41350","3190","#076969"
"41400","3190","#076969"
"41450","3191","#076969"
"41500","3187","#076969"
"41550","3191","#076969"
"41600","3191","#076969"
"41650","3189","#076969"
"41700","3189","#076969"
"41750","3053","#AF550B"
"41800","3047","#AF550B"
"41850","3045","#AF550B"
"41900","3046","#AF550B"
"41950","3047","#AF550B"
"42000","3046","#AF550B"
"42050","3047","#AF550B"
"42100","3048","#AF550B"
"42150","3046","#AF550B"
"42200","3048","#AF550B"
"42250","3046","#AF550B"
"42300","3048","#AF550B"
"42350","3046","#AF550B"
"42400","3067","#AF550B"
"42450","3067","#AF550B"
"42500","3066","#AF550B"
"42550","3066","#AF550B"
"42600","3065","#AF550B"
"42650","3067","#AF550B"
"42700","3067","#AF550B"
"42750","3067","#AF550B"
"42800","3066","#AF550B"
"42850","3066","#AF550B"
"42900","3066","#AF550B"
"42950","3065","#AF550B"
"43000","3067","#AF550B"
"43050","3067","#AF550B"
"43100","3067","#AF550B"
"43150","3066","#AF550B"
"43200","3066","#AF550B"
"43250","3067","#AF550B"
"43300","3064","#AF550B"
"43350","3067","#AF550B"
"43400","3067","#AF550B"
"43450","3064","#AF550B"
"43500","3067","#AF550B"
"43550","3067","#AF550B"
"43600","3056","#AF550B"
"43650","3067","#AF550B"
"43700","3069","#AF550B"
"43750","3043","#AF550B"
"43800","3069","#AF550B"
"43850","3067","#AF550B"
"43900","3031","#AF550B"
"43950","3066","#AF550B"
"44000","3066","#AF550B"
"44050","3022","#AF550B"
"44100","3066","#AF550B"
"44150","3065","#AF550B"
"44200","3065","#AF550B"
"44250","3066","#AF550B"
"44300","3066","#AF550B"
"44350","3066","#AF550B"
"44400","3067","#AF550B"
"44450","3067","#AF550B"
"44500","3055","#AF550B"
"44550","3050","#AF550B"
"44600","3050","#AF550B"
"44650","3051","#AF550B"
"44700","3050","#AF550B"
"44750","3051","#AF550B"
"44800","3049","#AF550B"
"44850","3046","#AF550B"
"44900","3051","#AF550B"
"44950","3051","#AF550B"
"45000","3051","#AF550B"
"45050","3051","#AF550B"
"45100","3051","#AF550B"
"45150","3050","#AF550B"
"45200","3050","#AF550B"
"45250","3051","#AF550B"
"45300","3050","#AF550B"
"45350","3049","#AF550B"
"45400","3049","#AF550B"
"45450","3048","#AF550B"
"45500","3048","#AF550B"
"45550","2999","#AF550B"
"45600","3067","#AF550B"
"45650","3033","#098C09"
"45700","3046","#098C09"
"45750","3034","#098C09"
"45800","3028","#098C09"
"45850","3017","#098C09"
"45900","3057","#098C09"
"45950","3047","#098C09"
"46000","3025","#098C09"
"46050","3048","#098C09"
"46100","3060","#098C09"
"46150","3043","#098C09"
"46200","3052","#098C09"
"46250","3063","#098C09"
"46300","3053","#098C09"
"46350","3059","#098C09"
"46400","3053","#098C09"
"46450","3069","#098C09"
"46500","3061","#098C09"
"46550","3052","#098C09"
"46600","3054","#098C09"
"46650","3056","#AF0B0B"
"46700","3048","#AF0B0B"
"46750","3049","#AF0B0B"
"46800","3048","#AF0B0B"
"46850","3047","#AF0B0B"
"46900","3049","#AF0B0B"
"46950","3063","#076969"
"47000","3188","#076969"
"47050","3189","#076969"
"47100","3189","#076969"
"47150","3189","#076969"
"47200","3189","#076969"
"47250","3188","#076969"
"47300","3188","#076969"
"47350","3187","#076969"
"47400","3188","#076969"
"47450","3190","#076969"
"47500","3189","#076969"
"47550","3187","#076969"
"47600","3187","#076969"
"47650","3189","#076969"
"47700","3188","#076969"
"47750","3187","#076969"
"47800","3188","#076969"
"47850","3189","#076969"
"47900","3189","#076969"
"47950","3189","#076969"
"48000","3187","#076969"
"48050","3188","#076969"
"48100","3187","#076969"
"48150","3189","#076969"
"48200","3188","#076969"
"48250","3187","#076969"
"48300","3188","#076969"
"48350","3187","#076969"
"48400","3187","#076969"
"48450","3187","#076969"
"48500","3188","#076969"
"48550","3188","#076969"
"48600","3188","#076969"
"48650","3189","#076969"
"48700","3187","#076969"
"48750","3189","#076969"
"48800","3189","#076969"
"48850","3189","#076969"
"48900","3187","#076969"
"48950","3187","#076969"
"49000","3188","#076969"
"49050","3188","#076969"
"49100","3187","#076969"
"49150","3188","#076969"
"49200","3187","#076969"
"49250","3187","#076969"
"49300","3187","#076969"
"49350","3189","#076969"
"49400","3187","#076969"
"49450","3188","#076969"
"49500","3188","#076969"
"49550","3189","#076969"
"49600","3188","#076969"
"49650","3189","#076969"
"49700","3189","#076969"
"49750","3188","#076969"
"49800","3187","#076969"
"49850","3188","#076969"
"49900","3187","#076969"
"49950","3188","#076969"
"50000","3188","#076969"
"50050","3189","#076969"
"50100","3188","#076969"
"50150","3187","#076969"
"50200","3188","#076969"
"50250","3187","#076969"
"50300","3189","#076969"
"50350","3188","#076969"
"50400","3188","#076969"
"50450","3187","#076969"
"50500","3188","#076969"
"50550","3187","#076969"
"50600","3188","#076969"
"50650","3188","#076969"
"50700","3186","#076969"
"50750","3189","#076969"
"50800","3188","#076969"
"50850","3188","#076969"
"50900","3189","#076969"
"50950","3189","#076969"
"51000","3189","#076969"
"51050","3188","#076969"
"51100","3187","#076969"
"51150","3188","#076969"
"51200","3187","#076969"
"51250","3189","#076969"
"51300","3188","#076969"
"51350","3188","#076969"
"51400","3188","#076969"
"51450","3188","#076969"
"51500","3188","#076969"
"51550","3188","#076969"
"51600","3187","#076969"
"51650","3187","#076969"
"51700","3188","#076969"
"51750","3188","#076969"
"51800","3189","#076969"
"51850","3187","#076969"
"51900","3188","#076969"
"51950","3189","#076969"
"52000","3188","#076969"
"52050","3187","#076969"
"52100","3187","#076969"
"52150","3187","#076969"
"52200","3189","#076969"
"52250","3187","#076969"
"52300","3185","#076969"
"52350","3188","#076969"
"52400","3187","#076969"
"52450","3190","#076969"
"52500","3188","#076969"
"52550","3188","#076969"
"52600","3189","#076969"
"52650","3189","#076969"
"52700","3187","#076969"
"52750","3189","#076969"
"52800","3188","#076969"
"52850","3188","#076969"
"52900","3187","#076969"
"52950","3188","#076969"
"53000","3188","#076969"
"53050","3188","#076969"
"53100","3189","#076969"
"53150","3187","#076969"
"53200","3184","#076969"
"53250","3188","#076969"
"53300","3188","#076969"
"53350","3190","#076969"
"53400","3189","#076969"
"53450","3190","#076969"
"53500","3188","#076969"
"53550","3189","#076969"
"53600","3187","#076969"
"53650","3188","#076969"
"53700","3187","#076969"
"53750","3188","#076969"
"53800","3190","#076969"
"53850","3190","#076969"
"53900","3189","#076969"
"53950","3188","#076969"
"54000","3190","#076969"
"54050","3188","#076969"
"54100","3187","#076969"
"54150","3188","#076969"
"54200","3187","#076969"
"54250","3189","#076969"
"54300","3187","#076969"
"54350","3188","#076969"
"54400","3188","#076969"
"54450","3188","#076969"
"54500","3187","#076969"
"54550","3188","#076969"
"54600","3189","#076969"
"54650","3188","#076969"
"54700","3187","#076969"
"54750","3187","#076969"
"54800","3189","#076969"
"54850","3187","#076969"
"54900","3189","#076969"
"54950","3187","#076969"
"55000","3188","#076969"
"55050","3189","#076969"
"55100","3189","#076969"
"55150","3187","#076969"
"55200","3187","#076969"
"55250","3188","#076969"
"55300","3189","#076969"
